name_norm,ss__c0,ss_Player,ss_Pos,ss_Age,ss_Tm,ss_G,ss_GS,ss_MP,ss_PER,ss_TS%,ss_3PAr,ss_FTr,ss_ORB%,ss_DRB%,ss_AST%,ss_STL%,ss_BLK%,ss_TOV%,ss_USG%,ss_OWS,ss_DWS,ss_OBPM,ss_DBPM,ss_VORP,ss_3P,ss_3P%,ss_FT%,ss_ORB,ss_AST,ss_STL,ss_BLK,ss_TOV,pl_Player,pl_height,pl_weight,pl_collage,pl_birth_city,pl_birth_state,pd_name,pd_position,pd_height,pd_birth_date,pd_college
joel przybilla,15880.0,Joel Przybilla,C,22.0,MIL,71.0,62.0,1128.0,10.2,0.523,0.007,0.634,8.4,20.1,2.7,0.9,7.6,19.1,9.3,0.3,1.5,-4.4,3.0,0.2,0.0,0.0,0.422,78.0,21.0,20.0,118.0,43.0,Joel Przybilla,216.0,115.0,University of Minnesota,Monticello,Minnesota,Joel Przybilla,C,7-1,"October 10, 1979",University of Minnesota
samaki walker,16446.0,Samaki Walker,C,26.0,LAL,67.0,39.0,1243.0,11.6,0.465,0.004,0.369,10.3,23.1,7.5,0.8,3.2,15.0,13.4,0.6,1.4,-3.4,0.8,-0.2,0.0,0.0,0.653,115.0,64.0,20.0,55.0,56.0,Samaki Walker,206.0,108.0,University of Louisville,Columbus,Ohio,Samaki Walker,F,6-9,"February 25, 1976",University of Louisville
phil jordon,1873.0,Phil Jordon,C,29.0,STL,73.0,23.593374650359237,1420.0,9.5,0.418,0.15860433144009717,0.192,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-1.2,1.9,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.554,62.18920998220897,103.0,39.89705245948935,24.470260133673126,73.93983201832528,Phil Jordon,208.0,92.0,Whitworth,Lakeport,California,Phil Jordon,C-F,6-10,"September 12, 1933",Whitworth
phil jordon,1637.0,Phil Jordon,C,27.0,NYK,31.0,23.593374650359237,924.0,11.8,0.424,0.15860433144009717,0.301,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.2,0.3,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.701,62.18920998220897,74.0,39.89705245948935,24.470260133673126,73.93983201832528,Phil Jordon,208.0,92.0,Whitworth,Lakeport,California,Phil Jordon,C-F,6-10,"September 12, 1933",Whitworth
tim mccormick,8504.0,Tim McCormick,C,24.0,PHI,81.0,79.0,2817.0,12.9,0.593,0.006,0.486,7.5,17.2,5.8,0.6,1.3,14.9,15.3,3.7,2.4,-0.4,-0.3,0.9,0.0,0.0,0.719,180.0,114.0,36.0,64.0,153.0,Tim McCormick,211.0,108.0,University of Michigan,Detroit,Michigan,Tim McCormick,C,6-11,"March 10, 1962",University of Michigan
tim mccormick,8133.0,Tim McCormick,C,23.0,SEA,77.0,42.0,1705.0,13.9,0.618,0.005,0.55,9.5,18.7,7.1,0.5,1.0,16.6,16.2,2.8,1.8,-0.4,-0.1,0.7,1.0,0.5,0.713,140.0,83.0,19.0,28.0,110.0,Tim McCormick,211.0,108.0,University of Michigan,Detroit,Michigan,Tim McCormick,C,6-11,"March 10, 1962",University of Michigan
joel przybilla,18072.0,Joel Przybilla,C,26.0,POR,56.0,52.0,1395.0,15.3,0.561,0.0,0.644,12.4,21.4,5.0,0.8,7.1,19.9,13.0,1.0,1.2,-2.1,2.9,1.0,0.0,0.24879631551634632,0.532,146.0,43.0,20.0,130.0,76.0,Joel Przybilla,216.0,115.0,University of Minnesota,Monticello,Minnesota,Joel Przybilla,C,7-1,"October 10, 1979",University of Minnesota
jay miller,2788.0,Jay Miller,SF,25.0,MIL,3.0,23.593374650359237,27.0,1.5,0.344,0.15860433144009717,0.7,6.181565025009618,13.708657175836867,0.0,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.1,0.0,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.714,62.18920998220897,0.0,39.89705245948935,24.470260133673126,73.93983201832528,Jay Miller,196.0,92.0,University of Notre Dame,St. Louis,Missouri,Jay Miller,F,6-5,"July 19, 1943",University of Notre Dame
mike harris,20137.0,Mike Harris,PF,26.0,HOU,8.0,0.0,82.0,6.4,0.404,0.037,0.333,12.1,16.0,5.6,2.5,0.9,22.5,21.6,-0.2,0.1,-7.4,-0.2,-0.1,0.0,0.0,0.556,9.0,3.0,4.0,1.0,9.0,Mike Harris,198.0,108.0,Rice University,Hillsboro,Texas,Mike Harris,F,6-6,"June 15, 1983",Rice University
kenny walker,8639.0,Kenny Walker,SF,22.0,NYK,68.0,64.0,1719.0,13.3,0.536,0.007,0.318,7.6,14.5,6.5,1.4,1.7,10.2,17.9,1.9,1.3,-0.8,0.0,0.6,0.0,0.0,0.757,118.0,75.0,49.0,49.0,75.0,Kenny Walker,203.0,95.0,University of Kentucky,Roberta,Georgia,Kenny Walker,F,6-8,"August 18, 1964",University of Kentucky
phil jordon,1403.0,Phil Jordon,PF,25.0,DET,72.0,23.593374650359237,2058.0,16.8,0.468,0.15860433144009717,0.313,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,2.8,2.4,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.762,62.18920998220897,83.0,39.89705245948935,24.470260133673126,73.93983201832528,Phil Jordon,208.0,92.0,Whitworth,Lakeport,California,Phil Jordon,C-F,6-10,"September 12, 1933",Whitworth
phil jordon,1744.0,Phil Jordon,C,28.0,NYK,76.0,23.593374650359237,2195.0,9.8,0.409,0.15860433144009717,0.163,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-1.9,1.7,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.571,62.18920998220897,156.0,39.89705245948935,24.470260133673126,73.93983201832528,Phil Jordon,208.0,92.0,Whitworth,Lakeport,California,Phil Jordon,C-F,6-10,"September 12, 1933",Whitworth
joel przybilla,15377.0,Joel Przybilla,C,21.0,MIL,33.0,13.0,270.0,5.9,0.339,0.0,0.314,12.3,17.5,1.0,0.6,8.2,24.6,8.9,-0.2,0.3,-6.4,2.5,-0.1,0.0,0.24879631551634632,0.273,29.0,2.0,3.0,30.0,13.0,Joel Przybilla,216.0,115.0,University of Minnesota,Monticello,Minnesota,Joel Przybilla,C,7-1,"October 10, 1979",University of Minnesota
jeff malone,10703.0,Jeff Malone,SG,30.0,UTA,81.0,81.0,2922.0,15.1,0.554,0.009,0.211,2.0,6.8,10.0,1.0,0.1,8.7,23.9,4.5,2.1,0.5,-1.7,0.5,1.0,0.083,0.898,49.0,180.0,56.0,5.0,140.0,Jeff Malone,193.0,92.0,Mississippi State University,Mobile,Alabama,Jeff Malone,G,6-4,"June 28, 1961",Mississippi State University
joel przybilla,18610.0,Joel Przybilla,C,27.0,POR,43.0,43.0,701.0,7.4,0.467,0.0,0.346,10.3,19.7,2.6,0.8,7.6,30.8,8.7,-0.5,0.8,-5.0,3.9,0.2,0.0,0.24879631551634632,0.37,59.0,12.0,10.0,67.0,40.0,Joel Przybilla,216.0,115.0,University of Minnesota,Monticello,Minnesota,Joel Przybilla,C,7-1,"October 10, 1979",University of Minnesota
mike harris,20138.0,Mike Harris,PF,26.0,WAS,5.0,0.0,14.0,11.9,0.515,0.0,0.667,8.1,25.0,0.0,3.7,0.0,0.0,12.6,0.0,0.0,-4.0,-2.7,0.0,0.0,0.24879631551634632,1.0,1.0,0.0,1.0,0.0,0.0,Mike Harris,198.0,108.0,Rice University,Hillsboro,Texas,Mike Harris,F,6-6,"June 15, 1983",Rice University
jeff malone,11149.0,Jeff Malone,SG,31.0,UTA,79.0,59.0,2558.0,13.7,0.538,0.007,0.23,1.4,6.1,8.2,0.8,0.1,8.6,24.4,2.4,1.2,-1.1,-2.6,-1.1,3.0,0.333,0.852,31.0,128.0,42.0,4.0,125.0,Jeff Malone,193.0,92.0,Mississippi State University,Mobile,Alabama,Jeff Malone,G,6-4,"June 28, 1961",Mississippi State University
gary neal,22669.0,Gary Neal,SG,29.0,TOT,52.0,3.0,1114.0,12.5,0.53,0.382,0.223,1.0,8.3,13.0,0.8,0.0,11.0,23.8,0.6,0.3,-0.6,-4.0,-0.7,68.0,0.378,0.895,10.0,83.0,18.0,0.0,64.0,Gary Neal,193.0,95.0,Towson University,Baltimore,Maryland,Gary Neal,G,6-4,"October 3, 1984",Towson University
briante weber,24063.0,Briante Weber,PG,23.0,TOT,7.0,4.0,169.0,8.9,0.38,0.128,0.103,5.2,11.9,18.6,2.7,1.6,18.1,13.2,-0.2,0.2,-3.6,1.5,0.0,0.0,0.0,0.75,8.0,21.0,9.0,3.0,9.0,Briante Weber,188.0,74.0,Virginia Commonwealth University,Chesapeake,Virginia,Briante Weber,G,6-2,"December 29, 1992",Virginia Commonwealth University
mike harris,22511.0,Mike Harris,PF,30.0,UTA,20.0,0.0,225.0,15.3,0.576,0.033,0.443,7.4,9.5,3.6,3.7,2.4,13.1,17.1,0.3,0.2,-1.4,0.6,0.1,0.0,0.0,0.963,15.0,5.0,16.0,7.0,11.0,Mike Harris,198.0,108.0,Rice University,Hillsboro,Texas,Mike Harris,F,6-6,"June 15, 1983",Rice University
jordan mcrae,23877.0,Jordan McRae,PG,24.0,TOT,22.0,1.0,195.0,14.2,0.548,0.282,0.359,2.3,9.2,20.9,0.7,0.4,14.2,23.9,0.2,0.1,-0.9,-3.3,-0.1,10.0,0.455,0.75,4.0,25.0,3.0,1.0,15.0,Jordan McRae,198.0,83.0,University of Tennessee,Savannah,Georgia,Jordan McRae,G,6-6,"March 28, 1991",University of Tennessee
jordan mcrae,23878.0,Jordan McRae,PG,24.0,PHO,7.0,0.0,82.0,14.2,0.567,0.423,0.577,2.6,8.1,19.1,1.8,0.0,15.5,20.0,0.1,0.0,-0.1,-2.9,0.0,3.0,0.273,0.8,2.0,10.0,3.0,0.0,6.0,Jordan McRae,198.0,83.0,University of Tennessee,Savannah,Georgia,Jordan McRae,G,6-6,"March 28, 1991",University of Tennessee
jeremy lin,20868.0,Jeremy Lin,PG,22.0,GSW,29.0,0.0,285.0,14.8,0.458,0.069,0.347,4.7,8.9,20.4,5.9,2.4,17.8,15.6,0.0,0.4,-2.4,3.0,0.2,1.0,0.2,0.76,12.0,42.0,33.0,9.0,18.0,Jeremy Lin,190.0,90.0,Harvard University,Palo Alto,California,Jeremy Lin,G,6-3,"August 23, 1988",Harvard University
gary neal,21500.0,Gary Neal,SG,27.0,SAS,56.0,7.0,1206.0,14.2,0.542,0.407,0.132,1.2,9.9,15.1,1.2,0.1,10.5,21.7,1.6,0.9,1.3,-1.8,0.5,83.0,0.419,0.781,12.0,117.0,27.0,2.0,60.0,Gary Neal,193.0,95.0,Towson University,Baltimore,Maryland,Gary Neal,G,6-4,"October 3, 1984",Towson University
d.j. kennedy,21433.0,D.J. Kennedy,SF,22.0,CLE,2.0,0.0,59.0,4.7,0.466,0.333,0.167,1.9,12.0,8.2,1.8,0.0,18.9,12.1,0.0,0.0,-4.5,-1.1,-0.1,2.0,0.5,0.0,1.0,3.0,2.0,0.0,3.0,D.J. Kennedy,211.0,111.0,Unknown,Unknown,Unknown,D.J. Kennedy,F,6-6,"November 5, 1989",St. John's University
peyton siva,22756.0,Peyton Siva,SG,23.0,DET,24.0,0.0,224.0,5.7,0.425,0.439,0.263,0.9,6.2,21.0,2.0,0.4,22.1,15.6,-0.2,0.1,-4.4,-2.8,-0.3,7.0,0.28,0.733,2.0,34.0,9.0,1.0,18.0,Peyton Siva,183.0,83.0,University of Louisville,Seattle,Washington,Peyton Siva,G,6-0,"October 24, 1990",University of Louisville
jeremy lin,23843.0,Jeremy Lin,SG,27.0,CHO,78.0,13.0,2048.0,13.8,0.534,0.31,0.401,2.2,11.4,18.6,1.4,1.7,14.9,22.2,1.3,2.3,-0.9,-0.2,0.5,76.0,0.336,0.815,42.0,235.0,58.0,42.0,150.0,Jeremy Lin,190.0,90.0,Harvard University,Palo Alto,California,Jeremy Lin,G,6-3,"August 23, 1988",Harvard University
unknown,2659.0,Unknown,Unknown,26.66440526486838,Unknown,50.83711013645224,23.593374650359237,1209.7203165133815,12.479071407825398,0.49300126334664623,0.15860433144009717,0.32545504587156027,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.2573073011999194,1.2273947528981102,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.7192786333417487,62.18920998220897,114.85262345679013,39.89705245948935,24.470260133673126,73.93983201832528,,,,,,,,,,,
unknown,2866.0,Unknown,Unknown,26.66440526486838,Unknown,50.83711013645224,23.593374650359237,1209.7203165133815,12.479071407825398,0.49300126334664623,0.15860433144009717,0.32545504587156027,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.2573073011999194,1.2273947528981102,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.7192786333417487,62.18920998220897,114.85262345679013,39.89705245948935,24.470260133673126,73.93983201832528,,,,,,,,,,,
ed manning,2977.0,Ed Manning,SF,26.0,CHI,38.0,23.593374650359237,616.0,8.4,0.382,0.15860433144009717,0.188,6.181565025009618,13.708657175836867,7.2,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-1.3,0.7,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.771,62.18920998220897,34.0,39.89705245948935,24.470260133673126,73.93983201832528,Ed Manning,201.0,95.0,Jackson State University,Summit,Mississippi,Ed Manning,F,6-7,"January 2, 1944",Jackson State University
aaron mckie,14258.0,Aaron McKie,SG,26.0,PHI,50.0,4.0,959.0,11.4,0.454,0.131,0.262,3.2,14.0,17.9,3.6,0.2,17.7,15.2,-0.1,1.7,-2.1,1.8,0.4,6.0,0.194,0.71,27.0,100.0,63.0,3.0,57.0,Aaron McKie,196.0,94.0,Temple University,Philadelphia,Pennsylvania,Aaron McKie,G,6-5,"October 2, 1972",Temple University
unknown,12292.0,Unknown,Unknown,26.66440526486838,Unknown,50.83711013645224,23.593374650359237,1209.7203165133815,12.479071407825398,0.49300126334664623,0.15860433144009717,0.32545504587156027,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.2573073011999194,1.2273947528981102,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.7192786333417487,62.18920998220897,114.85262345679013,39.89705245948935,24.470260133673126,73.93983201832528,,,,,,,,,,,
unknown,1808.0,Unknown,Unknown,26.66440526486838,Unknown,50.83711013645224,23.593374650359237,1209.7203165133815,12.479071407825398,0.49300126334664623,0.15860433144009717,0.32545504587156027,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.2573073011999194,1.2273947528981102,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.7192786333417487,62.18920998220897,114.85262345679013,39.89705245948935,24.470260133673126,73.93983201832528,,,,,,,,,,,
noble jorgensen,680.0,Noble Jorgensen,C,27.0,SYR,70.0,23.593374650359237,1355.0,10.0,0.416,0.15860433144009717,0.456,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.2,1.6,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.734,62.18920998220897,76.0,39.89705245948935,24.470260133673126,73.93983201832528,Noble Jorgensen,206.0,103.0,University of Iowa,Unknown,Unknown,Noble Jorgensen,C,6-9,"May 18, 1925",University of Iowa
ed manning,2976.0,Ed Manning,PF,26.0,BAL,29.0,23.593374650359237,161.0,9.3,0.496,0.15860433144009717,0.121,6.181565025009618,13.708657175836867,1.6,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.1,0.2,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.625,62.18920998220897,2.0,39.89705245948935,24.470260133673126,73.93983201832528,Ed Manning,201.0,95.0,Jackson State University,Summit,Mississippi,Ed Manning,F,6-7,"January 2, 1944",Jackson State University
unknown,18742.0,Unknown,Unknown,26.66440526486838,Unknown,50.83711013645224,23.593374650359237,1209.7203165133815,12.479071407825398,0.49300126334664623,0.15860433144009717,0.32545504587156027,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.2573073011999194,1.2273947528981102,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.7192786333417487,62.18920998220897,114.85262345679013,39.89705245948935,24.470260133673126,73.93983201832528,,,,,,,,,,,
unknown,19338.0,Unknown,Unknown,26.66440526486838,Unknown,50.83711013645224,23.593374650359237,1209.7203165133815,12.479071407825398,0.49300126334664623,0.15860433144009717,0.32545504587156027,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.2573073011999194,1.2273947528981102,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.7192786333417487,62.18920998220897,114.85262345679013,39.89705245948935,24.470260133673126,73.93983201832528,,,,,,,,,,,
unknown,5006.0,Unknown,Unknown,26.66440526486838,Unknown,50.83711013645224,23.593374650359237,1209.7203165133815,12.479071407825398,0.49300126334664623,0.15860433144009717,0.32545504587156027,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.2573073011999194,1.2273947528981102,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.7192786333417487,62.18920998220897,114.85262345679013,39.89705245948935,24.470260133673126,73.93983201832528,,,,,,,,,,,
tim breaux,11885.0,Tim Breaux,SF,24.0,HOU,42.0,2.0,340.0,8.9,0.449,0.207,0.405,5.7,5.8,6.6,1.6,0.8,10.1,20.9,-0.2,0.2,-4.5,-2.7,-0.4,6.0,0.24,0.653,16.0,15.0,11.0,4.0,16.0,Tim Breaux,201.0,97.0,University of Wyoming,Baton Rouge,Louisiana,Tim Breaux,F,6-7,"September 19, 1970",University of Wyoming
unknown,19921.0,Unknown,Unknown,26.66440526486838,Unknown,50.83711013645224,23.593374650359237,1209.7203165133815,12.479071407825398,0.49300126334664623,0.15860433144009717,0.32545504587156027,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.2573073011999194,1.2273947528981102,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.7192786333417487,62.18920998220897,114.85262345679013,39.89705245948935,24.470260133673126,73.93983201832528,,,,,,,,,,,
jannero pargo,16890.0,Jannero Pargo,PG,24.0,TOT,31.0,1.0,479.0,11.5,0.491,0.312,0.136,1.8,6.9,27.2,1.4,0.9,18.2,24.3,-0.2,0.3,-1.5,-2.8,-0.3,22.0,0.355,0.852,8.0,70.0,13.0,6.0,47.0,Jannero Pargo,185.0,79.0,University of Arkansas,Chicago,Illinois,Jannero Pargo,G,6-1,"October 22, 1979",University of Arkansas
josh smith,19227.0,Josh Smith,PF,22.0,ATL,81.0,81.0,2873.0,19.0,0.52,0.087,0.414,6.6,20.4,16.6,2.3,5.9,15.5,25.0,1.2,4.6,-0.7,3.8,3.7,25.0,0.253,0.71,161.0,272.0,123.0,227.0,245.0,Josh Smith,213.0,106.0,University of Southern Colorado,Columbus,Mississippi,Josh Smith,F,6-9,"December 5, 1985",Unknown
unknown,11839.0,Unknown,Unknown,26.66440526486838,Unknown,50.83711013645224,23.593374650359237,1209.7203165133815,12.479071407825398,0.49300126334664623,0.15860433144009717,0.32545504587156027,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.2573073011999194,1.2273947528981102,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.7192786333417487,62.18920998220897,114.85262345679013,39.89705245948935,24.470260133673126,73.93983201832528,,,,,,,,,,,
aaron mckie,13172.0,Aaron McKie,SG,24.0,TOT,83.0,11.0,1625.0,12.1,0.524,0.282,0.301,3.1,13.2,15.4,2.6,1.1,17.9,14.7,1.0,2.4,-1.4,1.7,0.9,41.0,0.398,0.836,40.0,161.0,77.0,22.0,90.0,Aaron McKie,196.0,94.0,Temple University,Philadelphia,Pennsylvania,Aaron McKie,G,6-5,"October 2, 1972",Temple University
unknown,10006.0,Unknown,Unknown,26.66440526486838,Unknown,50.83711013645224,23.593374650359237,1209.7203165133815,12.479071407825398,0.49300126334664623,0.15860433144009717,0.32545504587156027,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.2573073011999194,1.2273947528981102,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.7192786333417487,62.18920998220897,114.85262345679013,39.89705245948935,24.470260133673126,73.93983201832528,,,,,,,,,,,
matt fish,12440.0,Matt Fish,C,26.0,DEN,16.0,0.0,117.0,14.9,0.59,0.0,0.692,6.9,10.9,9.5,1.3,3.7,8.1,14.1,0.2,0.1,-0.9,0.6,0.0,0.0,0.24879631551634632,0.556,7.0,7.0,3.0,6.0,3.0,Matt Fish,211.0,106.0,University of North Carolina at Wilmington,Washington,Iowa,Matt Fish,C,6-11,"November 18, 1969",University of North Carolina at Wilmington
aaron mckie,16288.0,Aaron McKie,SF,30.0,PHI,80.0,40.0,2374.0,13.7,0.497,0.168,0.201,3.0,14.5,18.6,2.9,0.3,13.1,15.8,2.1,3.0,0.0,1.4,2.0,37.0,0.33,0.836,61.0,278.0,131.0,9.0,109.0,Aaron McKie,196.0,94.0,Temple University,Philadelphia,Pennsylvania,Aaron McKie,G,6-5,"October 2, 1972",Temple University
unknown,1942.0,Unknown,Unknown,26.66440526486838,Unknown,50.83711013645224,23.593374650359237,1209.7203165133815,12.479071407825398,0.49300126334664623,0.15860433144009717,0.32545504587156027,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.2573073011999194,1.2273947528981102,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.7192786333417487,62.18920998220897,114.85262345679013,39.89705245948935,24.470260133673126,73.93983201832528,,,,,,,,,,,
aaron mckie,13174.0,Aaron McKie,SG,24.0,DET,42.0,3.0,850.0,14.8,0.558,0.23,0.292,4.0,14.5,15.1,2.9,0.7,15.1,16.2,1.1,1.3,-0.1,1.7,0.8,18.0,0.375,0.836,27.0,77.0,43.0,7.0,42.0,Aaron McKie,196.0,94.0,Temple University,Philadelphia,Pennsylvania,Aaron McKie,G,6-5,"October 2, 1972",Temple University
jannero pargo,16892.0,Jannero Pargo,PG,24.0,TOR,5.0,0.0,71.0,5.6,0.31,0.172,0.0,0.0,6.5,31.5,3.1,1.0,14.7,23.2,-0.3,0.1,-7.2,-1.7,-0.1,0.0,0.0,0.7192786333417487,0.0,12.0,4.0,1.0,5.0,Jannero Pargo,185.0,79.0,University of Arkansas,Chicago,Illinois,Jannero Pargo,G,6-1,"October 22, 1979",University of Arkansas
jannero pargo,20343.0,Jannero Pargo,PG,30.0,CHI,63.0,5.0,829.0,8.9,0.429,0.362,0.118,1.2,9.1,17.5,1.8,0.2,11.1,24.4,-1.1,0.9,-3.2,-2.4,-0.8,38.0,0.275,0.933,9.0,89.0,29.0,2.0,50.0,Jannero Pargo,185.0,79.0,University of Arkansas,Chicago,Illinois,Jannero Pargo,G,6-1,"October 22, 1979",University of Arkansas
tim breaux,12342.0,Tim Breaux,SF,25.0,HOU,54.0,4.0,570.0,6.2,0.445,0.286,0.28,4.5,7.4,6.3,1.0,1.0,14.2,16.6,-0.6,0.3,-5.0,-2.0,-0.7,15.0,0.326,0.622,22.0,24.0,11.0,8.0,30.0,Tim Breaux,201.0,97.0,University of Wyoming,Baton Rouge,Louisiana,Tim Breaux,F,6-7,"September 19, 1970",University of Wyoming
unknown,618.0,Unknown,Unknown,26.66440526486838,Unknown,50.83711013645224,23.593374650359237,1209.7203165133815,12.479071407825398,0.49300126334664623,0.15860433144009717,0.32545504587156027,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.2573073011999194,1.2273947528981102,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.7192786333417487,62.18920998220897,114.85262345679013,39.89705245948935,24.470260133673126,73.93983201832528,,,,,,,,,,,
unknown,15504.0,Unknown,Unknown,26.66440526486838,Unknown,50.83711013645224,23.593374650359237,1209.7203165133815,12.479071407825398,0.49300126334664623,0.15860433144009717,0.32545504587156027,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.2573073011999194,1.2273947528981102,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.7192786333417487,62.18920998220897,114.85262345679013,39.89705245948935,24.470260133673126,73.93983201832528,,,,,,,,,,,
unknown,21126.0,Unknown,Unknown,26.66440526486838,Unknown,50.83711013645224,23.593374650359237,1209.7203165133815,12.479071407825398,0.49300126334664623,0.15860433144009717,0.32545504587156027,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.2573073011999194,1.2273947528981102,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.7192786333417487,62.18920998220897,114.85262345679013,39.89705245948935,24.470260133673126,73.93983201832528,,,,,,,,,,,
miroslav raduljica,23346.0,Miroslav Raduljica,C,27.0,MIN,5.0,0.0,23.0,3.3,0.45,0.0,0.25,9.7,15.4,0.0,2.2,0.0,18.4,20.9,0.0,0.0,-8.2,-6.2,-0.1,0.0,0.24879631551634632,1.0,2.0,0.0,1.0,0.0,2.0,Miroslav Raduljica,213.0,113.0,Unknown,Belgrade,Serbia,Miroslav Raduljica,C,7-0,"January 5, 1988",Unknown
unknown,22864.0,Unknown,Unknown,26.66440526486838,Unknown,50.83711013645224,23.593374650359237,1209.7203165133815,12.479071407825398,0.49300126334664623,0.15860433144009717,0.32545504587156027,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.2573073011999194,1.2273947528981102,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.7192786333417487,62.18920998220897,114.85262345679013,39.89705245948935,24.470260133673126,73.93983201832528,,,,,,,,,,,
jannero pargo,22077.0,Jannero Pargo,PG,33.0,WAS,7.0,0.0,102.0,0.2,0.319,0.625,0.063,0.0,6.6,21.0,0.0,0.8,19.6,18.3,-0.3,0.1,-7.4,-3.3,-0.2,3.0,0.15,1.0,0.0,14.0,0.0,1.0,8.0,Jannero Pargo,185.0,79.0,University of Arkansas,Chicago,Illinois,Jannero Pargo,G,6-1,"October 22, 1979",University of Arkansas
