name_norm,ss__c0,ss_Player,ss_Pos,ss_Age,ss_Tm,ss_G,ss_GS,ss_MP,ss_PER,ss_TS%,ss_3PAr,ss_FTr,ss_ORB%,ss_DRB%,ss_AST%,ss_STL%,ss_BLK%,ss_TOV%,ss_USG%,ss_OWS,ss_DWS,ss_OBPM,ss_DBPM,ss_VORP,ss_3P,ss_3P%,ss_FT%,ss_ORB,ss_AST,ss_STL,ss_BLK,ss_TOV,pl_Player,pl_height,pl_weight,pl_collage,pl_birth_city,pl_birth_state,pd_name,pd_position,pd_height,pd_birth_date,pd_college
john barnhill,2083.0,John Barnhill,SG,26.0,STL,41.0,23.593374650359237,777.0,10.1,0.419,0.15860433144009717,0.224,6.181565025009618,13.708657175836867,14.1,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.4,0.8,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.643,62.18920998220897,76.0,39.89705245948935,24.470260133673126,73.93983201832528,John Barnhill,185.0,81.0,Tennessee State University,Sturgis,Kentucky,John Barnhill,G,6-1,"March 20, 1938",Tennessee State University
ryan bowen,18806.0,Ryan Bowen,SF,32.0,NOH,53.0,4.0,660.0,9.9,0.505,0.01,0.29,9.5,8.2,5.2,2.6,1.3,11.7,9.0,0.6,0.8,-1.3,2.5,0.5,0.0,0.0,0.552,55.0,25.0,32.0,11.0,15.0,Ryan Bowen,201.0,97.0,University of Iowa,Fort Madison,Iowa,Ryan Bowen,F,6-7,"November 20, 1975",University of Iowa
chris dudley,10569.0,Chris Dudley,C,26.0,NJN,82.0,21.0,1902.0,13.2,0.42,0.0,0.362,18.4,22.8,3.9,1.0,5.6,12.6,13.2,0.6,2.8,-2.8,2.0,0.6,0.0,0.24879631551634632,0.468,343.0,58.0,38.0,179.0,79.0,Chris Dudley,188.0,81.0,University of Washington,Harrisburg,Pennsylvania,Chris Dudley,C,6-11,"February 22, 1965",Yale University
chris dudley,9204.0,Chris Dudley,C,23.0,CLE,61.0,2.0,544.0,8.7,0.43,0.006,0.637,15.8,16.7,5.2,0.8,2.4,17.0,20.2,-0.7,0.8,-5.0,-0.6,-0.5,0.0,0.0,0.364,72.0,21.0,9.0,23.0,44.0,Chris Dudley,188.0,81.0,University of Washington,Harrisburg,Pennsylvania,Chris Dudley,C,6-11,"February 22, 1965",Yale University
ed rains,7102.0,Ed Rains,SF,26.0,SAS,34.0,1.0,292.0,8.2,0.466,0.012,0.518,9.7,6.8,9.2,1.6,0.2,19.7,17.3,-0.1,0.1,-2.5,-1.4,-0.1,0.0,0.0,0.674,25.0,22.0,10.0,1.0,25.0,Ed Rains,201.0,86.0,University of South Alabama,Ocala,Florida,Ed Rains,F,6-7,"December 24, 1956",University of South Alabama
ryan bowen,19985.0,Ryan Bowen,SF,34.0,OKC,1.0,0.0,8.0,31.3,1.064,0.0,2.0,14.7,14.0,0.0,6.4,0.0,0.0,10.5,0.1,0.0,8.3,-0.2,0.0,0.0,0.24879631551634632,1.0,1.0,0.0,1.0,0.0,0.0,Ryan Bowen,201.0,97.0,University of Iowa,Fort Madison,Iowa,Ryan Bowen,F,6-7,"November 20, 1975",University of Iowa
al skinner,5665.0,Al Skinner,SG,26.0,PHI,22.0,23.593374650359237,309.0,8.0,0.48,0.15860433144009717,0.36,5.3,9.4,16.4,2.6,0.2,24.8,17.3,-0.2,0.4,-3.5,0.5,-0.1,22.215036720029588,0.24879631551634632,0.844,15.0,40.0,18.0,1.0,34.0,Al Skinner,190.0,86.0,University of Massachusetts Amherst,Mount Vernon,New York,Al Skinner,G,6-3,"June 16, 1952",University of Massachusetts Amherst
chris dudley,15102.0,Chris Dudley,C,35.0,PHO,53.0,33.0,613.0,7.2,0.405,0.0,0.493,11.6,22.4,4.2,1.2,3.4,22.6,8.4,-0.2,1.2,-5.3,3.1,0.0,0.0,0.24879631551634632,0.389,64.0,18.0,14.0,29.0,26.0,Chris Dudley,188.0,81.0,University of Washington,Harrisburg,Pennsylvania,Chris Dudley,C,6-11,"February 22, 1965",Yale University
dejuan blair,19974.0,DeJuan Blair,PF,20.0,SAS,82.0,23.0,1494.0,17.7,0.564,0.004,0.325,16.0,25.1,7.1,1.8,1.9,16.5,20.8,1.8,2.8,-0.7,1.4,1.0,0.0,0.0,0.547,200.0,65.0,50.0,39.0,112.0,DeJuan Blair,201.0,122.0,University of Pittsburgh,Pittsburgh,Pennsylvania,DeJuan Blair,F-C,6-7,"April 22, 1989",University of Pittsburgh
chris dudley,10113.0,Chris Dudley,C,25.0,NJN,61.0,25.0,1560.0,12.6,0.439,0.0,0.422,14.8,19.7,3.3,1.2,5.8,13.9,14.8,-0.2,2.4,-3.7,2.4,0.3,0.0,0.24879631551634632,0.534,229.0,37.0,39.0,153.0,80.0,Chris Dudley,188.0,81.0,University of Washington,Harrisburg,Pennsylvania,Chris Dudley,C,6-11,"February 22, 1965",Yale University
nate johnston,9741.0,Nate Johnston,PF,23.0,TOT,21.0,0.0,87.0,14.1,0.428,0.083,0.271,16.4,12.7,1.6,1.6,5.6,10.0,27.6,-0.1,0.2,-4.6,-1.6,-0.1,1.0,0.25,0.692,13.0,1.0,3.0,8.0,6.0,Nate Johnston,203.0,95.0,University of Tampa,Birmingham,Alabama,Nate Johnston,F,6-8,"December 18, 1966",University of Tampa
nate johnston,9742.0,Nate Johnston,SF,23.0,UTA,6.0,0.0,13.0,19.2,0.463,0.091,0.182,19.3,0.0,0.0,0.0,4.8,7.8,43.2,0.0,0.0,-4.5,-9.9,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,Nate Johnston,203.0,95.0,University of Tampa,Birmingham,Alabama,Nate Johnston,F,6-8,"December 18, 1966",University of Tampa
dejuan blair,20573.0,DeJuan Blair,PF,21.0,SAS,81.0,65.0,1734.0,17.1,0.524,0.003,0.235,14.8,22.9,7.1,2.8,1.7,14.9,20.1,1.5,3.2,-1.1,2.2,1.3,0.0,0.0,0.657,215.0,77.0,95.0,42.0,113.0,DeJuan Blair,201.0,122.0,University of Pittsburgh,Pittsburgh,Pennsylvania,DeJuan Blair,F-C,6-7,"April 22, 1989",University of Pittsburgh
chubby cox,6888.0,Chubby Cox,SG,27.0,WSB,7.0,0.0,78.0,1.6,0.366,0.054,0.162,9.8,4.3,11.5,0.0,0.7,18.5,25.9,-0.3,0.1,-7.0,-2.7,-0.2,0.0,0.0,0.5,7.0,6.0,0.0,1.0,9.0,Chubby Cox,188.0,81.0,University of San Francisco,Philadelphia,Pennsylvania,Chubby Cox,G,6-2,"December 29, 1955",University of San Francisco
tony delk,15094.0,Tony Delk,SG,27.0,PHO,82.0,11.0,2288.0,13.4,0.49,0.182,0.255,3.7,9.3,12.1,1.7,0.5,9.0,22.0,1.7,2.9,-0.7,-0.4,0.5,54.0,0.321,0.787,76.0,160.0,75.0,17.0,101.0,Tony Delk,185.0,85.0,University of Kentucky,Covington,Tennessee,Tony Delk,G,6-1,"January 28, 1974",University of Kentucky
wayne embry*,1371.0,Wayne Embry*,C,21.0,CIN,66.0,23.593374650359237,1590.0,16.3,0.446,0.15860433144009717,0.447,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.2,0.7,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.656,62.18920998220897,96.0,39.89705245948935,24.470260133673126,73.93983201832528,Wayne Embry*,203.0,108.0,Miami University,Springfield,Ohio,,,,,
tony delk,14088.0,Tony Delk,PG,25.0,GSW,36.0,13.0,630.0,11.6,0.433,0.261,0.281,1.8,7.5,26.6,1.4,0.7,13.7,23.2,0.0,0.4,-1.5,-2.0,-0.2,16.0,0.242,0.648,11.0,95.0,16.0,6.0,45.0,Tony Delk,185.0,85.0,University of Kentucky,Covington,Tennessee,Tony Delk,G,6-1,"January 28, 1974",University of Kentucky
bob davies*,49.0,Bob Davies*,PG,30.0,ROC,64.0,23.593374650359237,1209.7203165133815,12.479071407825398,0.43,0.15860433144009717,0.391,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,4.7,2.9,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.752,62.18920998220897,294.0,39.89705245948935,24.470260133673126,73.93983201832528,Bob Davies*,185.0,79.0,Seton Hall University,Harrisburg,Pennsylvania,,,,,
gerald green,18951.0,Gerald Green,SF,22.0,MIN,29.0,0.0,358.0,7.9,0.443,0.264,0.277,3.5,17.0,12.6,1.2,0.9,16.2,24.9,-0.6,0.2,-4.9,-2.2,-0.5,15.0,0.385,0.829,11.0,29.0,8.0,4.0,32.0,Gerald Green,201.0,92.0,Unknown,Houston,Texas,Gerald Green,G-F,6-7,"January 26, 1986",Unknown
scott wedman,8261.0,Scott Wedman,SF,33.0,BOS,79.0,19.0,1402.0,12.5,0.499,0.079,0.112,5.5,9.3,8.1,1.3,0.9,7.8,20.2,0.9,1.8,-1.1,-1.0,-0.1,17.0,0.354,0.662,66.0,83.0,38.0,22.0,54.0,Scott Wedman,201.0,97.0,University of Colorado,Harper,Kansas,Scott Wedman,F-G,6-7,"July 29, 1952",University of Colorado
b.j. armstrong,11376.0,B.J. Armstrong,PG,26.0,CHI,82.0,82.0,2770.0,14.5,0.547,0.134,0.225,1.2,6.0,18.0,1.5,0.2,10.6,19.8,4.9,2.6,0.6,-1.5,0.8,60.0,0.444,0.855,28.0,323.0,80.0,9.0,131.0,B.J. Armstrong,201.0,102.0,Unknown,Unknown,Unknown,B.J. Armstrong,G,6-2,"September 9, 1967",University of Iowa
b.j. armstrong,12855.0,B.J. Armstrong,PG,29.0,GSW,49.0,17.0,1020.0,12.9,0.538,0.275,0.242,0.8,7.8,20.3,1.3,0.2,12.8,18.1,1.4,-0.1,-0.5,-3.4,-0.5,25.0,0.278,0.861,7.0,126.0,25.0,2.0,53.0,B.J. Armstrong,201.0,102.0,Unknown,Unknown,Unknown,B.J. Armstrong,G,6-2,"September 9, 1967",University of Iowa
b.j. armstrong,9560.0,B.J. Armstrong,PG,22.0,CHI,81.0,0.0,1291.0,11.9,0.53,0.015,0.199,1.7,7.6,20.7,1.8,0.3,16.3,16.9,1.0,0.8,-2.5,-2.4,-0.9,3.0,0.5,0.885,19.0,199.0,46.0,6.0,83.0,B.J. Armstrong,201.0,102.0,Unknown,Unknown,Unknown,B.J. Armstrong,G,6-2,"September 9, 1967",University of Iowa
gerald green,18952.0,Gerald Green,SF,22.0,HOU,1.0,0.0,4.0,76.3,1.0,0.0,0.0,57.3,0.0,0.0,0.0,0.0,0.0,34.3,0.1,0.0,31.9,-14.1,0.0,0.0,0.24879631551634632,0.7192786333417487,2.0,0.0,0.0,0.0,0.0,Gerald Green,201.0,92.0,Unknown,Houston,Texas,Gerald Green,G-F,6-7,"January 26, 1986",Unknown
ben handlogten,17291.0,Ben Handlogten,C,31.0,UTA,21.0,5.0,297.0,10.3,0.525,0.012,0.205,9.3,18.0,7.7,1.3,1.4,16.6,16.8,0.1,0.2,-2.4,-0.7,-0.1,0.0,0.0,0.529,23.0,13.0,7.0,5.0,18.0,Ben Handlogten,208.0,108.0,Western Michigan University,Grand Rapids,Michigan,Ben Handlogten,C,6-10,"November 16, 1973",Western Michigan University
bob davies*,650.0,Bob Davies*,PG,33.0,ROC,66.0,23.593374650359237,2216.0,18.1,0.474,0.15860433144009717,0.53,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,5.2,2.2,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.753,62.18920998220897,280.0,39.89705245948935,24.470260133673126,73.93983201832528,Bob Davies*,185.0,79.0,Seton Hall University,Harrisburg,Pennsylvania,,,,,
brian grant,13025.0,Brian Grant,PF,24.0,SAC,24.0,15.0,607.0,14.5,0.511,0.0,0.435,9.3,18.1,7.6,1.7,3.1,15.1,21.5,0.3,0.7,-2.9,0.4,-0.1,0.0,0.24879631551634632,0.778,49.0,28.0,19.0,25.0,44.0,Brian Grant,206.0,115.0,Xavier University,Columbus,Ohio,Brian Grant,F,6-9,"March 5, 1972",Xavier University
tony delk,16631.0,Tony Delk,SG,30.0,DAL,33.0,11.0,509.0,13.2,0.484,0.359,0.239,3.3,9.4,7.8,2.7,1.0,7.7,19.0,0.6,0.3,0.3,-1.6,0.1,20.0,0.303,0.841,16.0,28.0,27.0,7.0,17.0,Tony Delk,185.0,85.0,University of Kentucky,Covington,Tennessee,Tony Delk,G,6-1,"January 28, 1974",University of Kentucky
scott wedman,4628.0,Scott Wedman,SF,23.0,KCK,82.0,23.593374650359237,2968.0,13.9,0.492,0.15860433144009717,0.207,6.8,14.2,10.1,1.6,0.6,15.085098559901962,18.906491853360468,2.6,2.2,-0.6,-0.1,1.0,22.215036720029588,0.24879631551634632,0.78,199.0,199.0,103.0,36.0,73.93983201832528,Scott Wedman,201.0,97.0,University of Colorado,Harper,Kansas,Scott Wedman,F-G,6-7,"July 29, 1952",University of Colorado
tony delk,15631.0,Tony Delk,SG,28.0,BOS,22.0,16.0,570.0,10.4,0.437,0.39,0.174,3.8,11.6,14.6,2.0,0.8,9.3,16.3,0.0,0.7,-2.1,0.5,0.1,20.0,0.299,0.733,20.0,51.0,22.0,6.0,19.0,Tony Delk,185.0,85.0,University of Kentucky,Covington,Tennessee,Tony Delk,G,6-1,"January 28, 1974",University of Kentucky
tony delk,13544.0,Tony Delk,PG,24.0,GSW,74.0,9.0,1647.0,13.3,0.45,0.196,0.188,2.4,8.8,19.4,2.3,0.5,10.9,25.5,-0.5,1.3,-1.2,-1.4,-0.3,41.0,0.263,0.738,38.0,169.0,73.0,12.0,105.0,Tony Delk,185.0,85.0,University of Kentucky,Covington,Tennessee,Tony Delk,G,6-1,"January 28, 1974",University of Kentucky
tarence kinsey,19057.0,Tarence Kinsey,SG,23.0,MEM,11.0,0.0,96.0,10.3,0.492,0.184,0.158,3.5,10.6,3.4,1.6,0.0,6.9,20.2,0.0,0.0,-3.5,-3.7,-0.1,3.0,0.429,0.833,3.0,2.0,3.0,0.0,3.0,Tarence Kinsey,198.0,83.0,University of South Carolina,Tampa,Florida,Tarence Kinsey,G,6-6,"March 21, 1984",University of South Carolina
scott wedman,7186.0,Scott Wedman,SF,30.0,CLE,35.0,35.0,1290.0,13.7,0.514,0.038,0.132,5.9,12.6,11.0,0.9,0.5,13.2,23.1,0.8,0.7,0.0,-1.1,0.3,9.0,0.409,0.844,69.0,86.0,23.0,11.0,94.0,Scott Wedman,201.0,97.0,University of Colorado,Harper,Kansas,Scott Wedman,F-G,6-7,"July 29, 1952",University of Colorado
michael dickerson,16120.0,Michael Dickerson,SG,27.0,MEM,6.0,1.0,87.0,10.0,0.553,0.458,0.208,1.3,6.4,14.1,3.0,0.8,18.6,16.7,0.1,0.0,-0.8,-1.3,0.0,4.0,0.364,1.0,1.0,8.0,5.0,1.0,6.0,Michael Dickerson,196.0,86.0,University of Arizona,Greenville,South Carolina,Michael Dickerson,G-F,6-5,"June 25, 1975",University of Arizona
gerald green,24299.0,Gerald Green,SF,31.0,BOS,47.0,0.0,538.0,12.0,0.524,0.478,0.177,3.6,13.9,9.8,0.8,1.1,9.1,22.7,0.1,0.4,-1.9,-2.7,-0.4,39.0,0.351,0.805,17.0,33.0,9.0,7.0,25.0,Gerald Green,201.0,92.0,Unknown,Houston,Texas,Gerald Green,G-F,6-7,"January 26, 1986",Unknown
ekpe udoh,22811.0,Ekpe Udoh,PF,26.0,MIL,42.0,14.0,804.0,7.6,0.44,0.0,0.329,8.4,12.8,5.7,1.0,4.4,18.8,11.4,-0.4,0.4,-4.7,1.2,-0.3,0.0,0.24879631551634632,0.638,61.0,31.0,15.0,44.0,38.0,Ekpe Udoh,208.0,108.0,Baylor University,Edmond,Oklahoma,Ekpe Udoh,C-F,6-10,"May 20, 1987",Baylor University
ekpe udoh,21617.0,Ekpe Udoh,C,24.0,MIL,23.0,5.0,463.0,14.3,0.492,0.018,0.455,9.7,15.9,8.1,1.7,6.0,12.0,14.3,0.5,0.6,-1.9,3.4,0.4,0.0,0.0,0.8,42.0,26.0,15.0,37.0,18.0,Ekpe Udoh,208.0,108.0,Baylor University,Edmond,Oklahoma,Ekpe Udoh,C-F,6-10,"May 20, 1987",Baylor University
gerald green,21875.0,Gerald Green,SF,27.0,IND,60.0,7.0,1080.0,9.9,0.465,0.443,0.153,3.3,11.1,7.9,0.9,1.6,10.5,21.3,-0.3,1.5,-2.6,-0.9,-0.4,59.0,0.314,0.8,31.0,50.0,19.0,23.0,53.0,Gerald Green,201.0,92.0,Unknown,Houston,Texas,Gerald Green,G-F,6-7,"January 26, 1986",Unknown
ekpe udoh,22200.0,Ekpe Udoh,C,25.0,MIL,76.0,9.0,1312.0,12.0,0.503,0.004,0.442,8.9,11.7,4.7,1.5,4.7,11.8,12.1,1.1,1.5,-2.8,2.4,0.5,0.0,0.0,0.748,113.0,43.0,39.0,85.0,43.0,Ekpe Udoh,208.0,108.0,Baylor University,Edmond,Oklahoma,Ekpe Udoh,C-F,6-10,"May 20, 1987",Baylor University
ekpe udoh,21616.0,Ekpe Udoh,C,24.0,GSW,38.0,6.0,827.0,11.5,0.493,0.0,0.346,8.0,12.2,5.5,1.6,6.0,14.1,13.8,0.3,0.6,-3.0,2.5,0.3,0.0,0.24879631551634632,0.719,58.0,31.0,25.0,65.0,35.0,Ekpe Udoh,208.0,108.0,Baylor University,Edmond,Oklahoma,Ekpe Udoh,C-F,6-10,"May 20, 1987",Baylor University
matt bonner,20579.0,Matt Bonner,PF,30.0,SAS,66.0,1.0,1432.0,13.5,0.617,0.62,0.116,5.0,14.2,6.2,0.9,1.0,6.5,13.4,3.0,1.4,2.1,-0.1,1.5,105.0,0.457,0.744,60.0,60.0,26.0,21.0,27.0,Matt Bonner,208.0,106.0,University of Florida,Concord,New Hampshire,Matt Bonner,F,6-10,"April 5, 1980",University of Florida
gerald wilkins,9980.0,Gerald Wilkins,SG,26.0,NYK,82.0,80.0,2609.0,14.3,0.52,0.121,0.251,5.8,9.8,18.5,1.8,0.5,14.5,21.4,2.3,2.1,0.4,-0.3,1.4,39.0,0.312,0.803,133.0,330.0,95.0,21.0,194.0,Gerald Wilkins,198.0,83.0,University of Tennessee at Chattanooga,Atlanta,Georgia,Gerald Wilkins,G-F,6-6,"September 11, 1963",University of Tennessee at Chattanooga
