name_norm,ss__c0,ss_Player,ss_Pos,ss_Age,ss_Tm,ss_G,ss_GS,ss_MP,ss_PER,ss_TS%,ss_3PAr,ss_FTr,ss_ORB%,ss_DRB%,ss_AST%,ss_STL%,ss_BLK%,ss_TOV%,ss_USG%,ss_OWS,ss_DWS,ss_OBPM,ss_DBPM,ss_VORP,ss_3P,ss_3P%,ss_FT%,ss_ORB,ss_AST,ss_STL,ss_BLK,ss_TOV,pl_Player,pl_height,pl_weight,pl_collage,pl_birth_city,pl_birth_state,pd_name,pd_position,pd_height,pd_birth_date,pd_college,PC1,ss_Player_idx,ss_Pos_idx,ss_Tm_idx,ss__c0_equal_width,ss_Age_equal_width,ss_G_equal_width,ss_GS_quantile,ss_MP_quantile,ss_PER_quantile,player_cluster
michael smith,14880.0,Michael Smith,SF,27.0,WAS,46.0,46.0,1145.0,14.5,0.611,0.005,0.526,12.0,21.4,7.3,1.2,1.4,16.0,10.9,2.3,1.0,0.7,1.2,1.1,0.0,0.0,0.723,121.0,56.0,27.0,23.0,45.0,Michael Smith,208.0,102.0,Brigham Young University,Rochester,New York,Michael Smith,F,6-10,"May 19, 1965",Brigham Young University,-14866.185891507504,24.0,2.0,28.0,3.0,2.0,2.0,4.0,2.0,3.0,2
michael smith,12214.0,Michael Smith,PF,29.0,LAC,29.0,0.0,319.0,13.3,0.52,0.06,0.224,4.5,17.0,11.0,1.0,0.5,10.9,22.5,0.2,0.2,-2.9,-2.7,-0.3,1.0,0.125,0.867,13.0,20.0,6.0,2.0,18.0,Michael Smith,208.0,102.0,Brigham Young University,Rochester,New York,Michael Smith,F,6-8,"March 28, 1972",Providence College,-12209.703889270442,24.0,0.0,20.0,2.0,2.0,1.0,1.0,1.0,2.0,3
ben mcdonald,8136.0,Ben McDonald,SF,23.0,CLE,21.0,0.0,266.0,6.7,0.496,0.017,0.138,6.2,9.5,4.4,1.2,0.2,14.0,11.0,0.0,0.2,-3.0,-0.1,-0.1,0.0,0.0,0.625,15.0,9.0,7.0,1.0,10.0,Ben McDonald,203.0,95.0,"University of California, Irvine",Torrance,California,Ben McDonald,F,6-8,"July 20, 1962","University of California, Irvine",-8132.5702492146165,1929.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,3
joey dorsey,20063.0,Joey Dorsey,PF,26.0,SAC,8.0,0.0,52.0,7.9,0.448,0.0,1.111,10.9,29.0,0.0,1.0,1.4,13.0,13.1,0.0,0.1,-7.8,-4.4,-0.1,0.0,0.24879631551634632,0.4,5.0,0.0,1.0,1.0,2.0,Joey Dorsey,203.0,121.0,University of Memphis,Baltimore,Maryland,Joey Dorsey,F,6-8,"December 16, 1983",University of Memphis,-20061.22015818383,1581.0,0.0,22.0,4.0,2.0,0.0,1.0,0.0,0.0,1
tom barker,5397.0,Tom Barker,C,23.0,BOS,12.0,23.593374650359237,131.0,9.5,0.485,0.15860433144009717,0.313,10.1,15.4,6.2,1.4,1.6,19.2,20.1,-0.1,0.1,-3.8,-1.4,-0.1,22.215036720029588,0.24879631551634632,0.733,12.0,6.0,4.0,4.0,13.0,Tom Barker,211.0,102.0,University of Hawaii,Harlingen,Texas,Tom Barker,C-F,6-11,"March 11, 1955",University of Hawaii,-5395.258239555369,1887.0,3.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,0
joey dorsey,19494.0,Joey Dorsey,PF,25.0,HOU,3.0,0.0,6.0,16.1,0.5,0.0,0.0,0.0,18.7,28.7,0.0,0.0,0.0,15.5,0.0,0.0,-1.7,-1.3,0.0,0.0,0.24879631551634632,0.7192786333417487,0.0,1.0,0.0,0.0,0.0,Joey Dorsey,203.0,121.0,University of Memphis,Baltimore,Maryland,Joey Dorsey,F,6-8,"December 16, 1983",University of Memphis,-19492.77338288296,1581.0,0.0,12.0,3.0,1.0,0.0,1.0,0.0,4.0,1
dick barnett,3859.0,Dick Barnett,SG,37.0,NYK,5.0,23.593374650359237,58.0,9.4,0.403,0.15860433144009717,0.115,1.8,5.4,14.6,0.8,0.0,15.085098559901962,18.906491853360468,0.0,0.0,-5.2,-3.0,-0.1,22.215036720029588,0.24879631551634632,0.667,1.0,6.0,1.0,0.0,73.93983201832528,Dick Barnett,193.0,86.0,Tennessee State University,Gary,Indiana,Dick Barnett,G-F,6-4,"October 2, 1936",Tennessee State University,-3858.0937579517185,333.0,1.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0,0
baron davis,20660.0,Baron Davis,PG,31.0,LAC,43.0,35.0,1269.0,16.3,0.492,0.295,0.202,2.7,8.3,39.9,2.5,1.4,16.0,23.5,1.0,1.1,1.5,-1.1,0.8,45.0,0.296,0.76,29.0,299.0,62.0,22.0,107.0,Baron Davis,190.0,94.0,"University of California, Los Angeles",Los Angeles,California,Baron Davis,G,6-3,"April 13, 1979","University of California, Los Angeles",-20644.12740767442,412.0,4.0,20.0,4.0,3.0,2.0,4.0,3.0,4.0,1
orlando woolridge,7556.0,Orlando Woolridge,SF,24.0,CHI,75.0,74.0,2544.0,15.9,0.567,0.002,0.39,5.8,11.0,8.9,1.3,1.4,12.9,23.8,3.0,2.3,0.6,-0.4,1.4,1.0,0.5,0.715,130.0,136.0,71.0,60.0,188.0,Orlando Woolridge,206.0,97.0,University of Notre Dame,Bernice,Louisiana,Orlando Woolridge,F,6-9,"December 16, 1959",University of Notre Dame,-7526.882940350055,287.0,2.0,8.0,1.0,1.0,4.0,4.0,4.0,4.0,3
rasho nesterovic,16867.0,Rasho Nesterovic,C,27.0,SAS,82.0,82.0,2353.0,15.3,0.473,0.0,0.163,12.4,17.6,8.4,1.2,5.1,12.5,16.8,1.6,5.6,-1.6,4.5,2.9,0.0,0.24879631551634632,0.474,257.0,114.0,51.0,165.0,107.0,Rasho Nesterovic,213.0,112.0,Unknown,Ljubljana,Slovenia,Rasho Nesterovic,C,7-0,"May 30, 1976",Unknown,-16839.3588583843,640.0,3.0,14.0,3.0,2.0,4.0,4.0,4.0,3.0,2
george mcginnis,5957.0,George McGinnis,PF,29.0,DEN,45.0,23.593374650359237,1424.0,15.6,0.489,0.012,0.526,9.6,24.6,22.7,2.2,0.6,20.7,25.0,-0.7,1.7,-0.6,1.5,1.1,1.0,0.143,0.541,134.0,221.0,69.0,17.0,188.0,George McGinnis,203.0,106.0,Indiana University,Indianapolis,Indiana,George McGinnis,F-C,6-8,"August 12, 1950",Indiana University,-5940.223858160277,1361.0,0.0,15.0,1.0,2.0,2.0,3.0,3.0,3.0,0
george mcginnis,6311.0,George McGinnis,PF,30.0,IND,69.0,23.593374650359237,1845.0,14.9,0.482,0.009,0.501,9.4,22.2,16.4,2.6,0.9,19.1,25.1,-1.1,2.9,-1.5,1.3,0.9,0.0,0.0,0.538,164.0,210.0,99.0,28.0,221.0,George McGinnis,203.0,106.0,Indiana University,Indianapolis,Indiana,George McGinnis,F-C,6-8,"August 12, 1950",Indiana University,-6289.473351979177,1361.0,0.0,16.0,1.0,3.0,4.0,3.0,3.0,3.0,0
antawn jamison,19021.0,Antawn Jamison,PF,31.0,WAS,79.0,79.0,3061.0,20.3,0.525,0.25,0.309,8.0,23.3,7.2,1.9,0.9,6.6,25.9,6.0,3.2,1.8,-1.4,1.8,120.0,0.339,0.76,215.0,120.0,106.0,34.0,113.0,Antawn Jamison,203.0,101.0,University of North Carolina,Shreveport,Louisiana,Antawn Jamison,F,6-8,"June 12, 1976",University of North Carolina,-18985.550031561816,126.0,0.0,28.0,3.0,3.0,4.0,4.0,4.0,4.0,1
joe kleine,14210.0,Joe Kleine,C,37.0,PHO,31.0,5.0,374.0,6.6,0.429,0.027,0.162,8.3,12.7,4.8,1.1,0.2,11.2,11.0,0.1,0.2,-3.8,-1.1,-0.3,0.0,0.0,0.667,27.0,12.0,8.0,1.0,10.0,Joe Kleine,211.0,115.0,University of Arkansas,Colorado Springs,Colorado,Joe Kleine,C,6-11,"January 4, 1962",University of Arkansas,-14204.9787989188,47.0,3.0,11.0,2.0,4.0,1.0,1.0,1.0,0.0,2
joe kleine,8876.0,Joe Kleine,C,26.0,SAC,82.0,60.0,1999.0,13.4,0.521,0.0,0.274,9.7,21.9,6.5,0.7,1.6,12.2,17.7,1.7,1.3,-1.8,-0.8,-0.3,0.0,0.24879631551634632,0.814,179.0,93.0,28.0,59.0,107.0,Joe Kleine,211.0,115.0,University of Arkansas,Colorado Springs,Colorado,Joe Kleine,C,6-11,"January 4, 1962",University of Arkansas,-8852.941775317835,47.0,3.0,22.0,1.0,2.0,4.0,4.0,4.0,3.0,3
em bryant,2093.0,Em Bryant,PG,26.0,NYK,77.0,23.593374650359237,1332.0,7.1,0.381,0.15860433144009717,0.305,6.181565025009618,13.708657175836867,16.8,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-1.5,0.8,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.654,62.18920998220897,167.0,39.89705245948935,24.470260133673126,73.93983201832528,Em Bryant,185.0,79.0,DePaul University,Chicago,Illinois,Em Bryant,G,6-1,"November 4, 1938",DePaul University,-2077.7983387240856,1191.0,4.0,1.0,0.0,2.0,4.0,3.0,3.0,0.0,0
jim smith,6753.0,Jim Smith,PF,23.0,SDC,72.0,3.0,858.0,9.2,0.511,0.0,0.503,9.7,15.7,6.7,1.2,3.4,18.5,12.0,0.2,0.4,-2.3,0.6,0.1,0.0,0.24879631551634632,0.459,72.0,46.0,22.0,51.0,47.0,Jim Smith,206.0,102.0,Ohio State University,Cleveland,Ohio,Jim Smith,F,6-9,"April 12, 1958",Ohio State University,-6742.929135536395,2746.0,0.0,47.0,1.0,1.0,4.0,1.0,2.0,1.0,3
bonzi wells,19295.0,Bonzi Wells,SG,31.0,NOH,22.0,0.0,438.0,15.1,0.535,0.076,0.338,5.5,13.7,6.2,2.9,1.4,13.0,22.0,0.2,0.7,-2.1,0.8,0.1,4.0,0.333,0.66,21.0,17.0,24.0,8.0,27.0,Bonzi Wells,196.0,95.0,Ball State University,Muncie,Indiana,Bonzi Wells,G-F,6-5,"September 28, 1976",Ball State University,-19288.91122804819,314.0,1.0,34.0,3.0,3.0,1.0,1.0,1.0,3.0,1
antawn jamison,21935.0,Antawn Jamison,PF,36.0,LAL,76.0,6.0,1636.0,15.3,0.561,0.405,0.237,7.5,16.6,5.0,0.9,1.0,7.7,18.7,3.0,1.3,0.7,-1.8,0.4,84.0,0.361,0.691,109.0,50.0,30.0,22.0,53.0,Antawn Jamison,203.0,101.0,University of North Carolina,Shreveport,Louisiana,Antawn Jamison,F,6-8,"June 12, 1976",University of North Carolina,-21915.39805528838,126.0,0.0,7.0,4.0,4.0,4.0,1.0,3.0,3.0,1
tim frazier,23677.0,Tim Frazier,PG,25.0,POR,35.0,1.0,272.0,4.7,0.383,0.283,0.25,4.4,11.2,21.3,1.8,0.3,28.8,15.0,-0.5,0.2,-5.7,-0.6,-0.3,3.0,0.176,0.533,11.0,42.0,10.0,1.0,27.0,Tim Frazier,185.0,77.0,Pennsylvania State University,Houston,Texas,Tim Frazier,G,6-1,"November 1, 1990",Pennsylvania State University,-23672.426272318495,1456.0,4.0,13.0,4.0,1.0,2.0,1.0,1.0,0.0,1
mike macaluso,3979.0,Mike Macaluso,SF,22.0,BUF,30.0,23.593374650359237,112.0,10.2,0.466,0.15860433144009717,0.386,9.1,13.0,3.5,2.7,0.4,15.085098559901962,18.906491853360468,-0.1,0.1,-3.6,-2.9,-0.1,22.215036720029588,0.24879631551634632,0.588,10.0,3.0,7.0,1.0,73.93983201832528,Mike Macaluso,196.0,95.0,Canisius College,Unknown,Unknown,Mike Macaluso,F,6-5,"July 20, 1951",Canisius College,-3977.4757243167123,3638.0,2.0,41.0,0.0,1.0,1.0,3.0,0.0,1.0,0
scottie pippen*,11712.0,Scottie Pippen*,SF,28.0,CHI,72.0,72.0,2759.0,23.2,0.544,0.154,0.32,7.3,19.4,24.6,4.0,1.4,13.7,27.1,5.2,6.0,4.5,3.8,7.2,63.0,0.32,0.66,173.0,403.0,211.0,58.0,232.0,Scottie Pippen*,203.0,95.0,University of Central Arkansas,Hamburg,Arkansas,,,,,,-11679.707477958404,296.0,2.0,8.0,2.0,2.0,4.0,4.0,4.0,4.0,3
scottie pippen*,14835.0,Scottie Pippen*,SF,34.0,POR,82.0,82.0,2749.0,16.4,0.533,0.306,0.259,5.1,16.2,23.7,2.3,1.1,17.8,19.6,3.4,4.4,2.0,2.2,4.3,86.0,0.327,0.717,114.0,406.0,117.0,41.0,208.0,Scottie Pippen*,203.0,95.0,University of Central Arkansas,Hamburg,Arkansas,,,,,,-14802.78632282651,296.0,2.0,13.0,3.0,4.0,4.0,4.0,4.0,4.0,2
anthony carter,17757.0,Anthony Carter,PG,30.0,MIN,45.0,8.0,589.0,10.6,0.465,0.109,0.401,1.9,10.5,26.9,2.2,1.2,19.9,16.2,-0.1,0.7,-3.6,-0.3,-0.3,4.0,0.267,0.727,9.0,101.0,24.0,9.0,40.0,Anthony Carter,185.0,86.0,University of Hawaii,Milwaukee,Wisconsin,Anthony Carter,G,6-1,"June 16, 1975",University of Hawaii,-17749.201343244084,242.0,4.0,25.0,3.0,3.0,2.0,1.0,1.0,1.0,2
patrick o'bryant,19736.0,Patrick O'Bryant,C,22.0,BOS,26.0,0.0,108.0,9.5,0.551,0.0,0.387,8.3,29.1,11.8,1.5,5.9,31.9,23.0,-0.2,0.3,-7.4,4.3,0.0,0.0,0.24879631551634632,0.667,7.0,8.0,3.0,8.0,17.0,Patrick O'Bryant,213.0,117.0,Bradley University,Oskaloosa,Iowa,Patrick O'Bryant,C,7-0,"June 20, 1986",Bradley University,-19733.579151333222,1636.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,1
malcolm thomas,22183.0,Malcolm Thomas,PF,24.0,TOT,12.0,0.0,57.0,13.8,0.555,0.0,0.8,10.0,21.6,10.3,1.9,2.7,18.2,13.2,0.1,0.1,-2.7,2.2,0.0,0.0,0.24879631551634632,0.625,5.0,4.0,2.0,2.0,3.0,Malcolm Thomas,206.0,102.0,San Diego State University,Columbia,Missouri,Malcolm Thomas,F,6-9,"November 8, 1988",San Diego State University,-22181.01114054576,1244.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,3.0,1
kris humphries,18438.0,Kris Humphries,PF,21.0,TOR,60.0,2.0,670.0,13.5,0.516,0.0,0.427,13.5,19.3,4.2,1.1,2.4,12.7,17.4,0.7,0.8,-2.6,-0.1,-0.1,0.0,0.24879631551634632,0.671,78.0,18.0,14.0,21.0,32.0,Kris Humphries,206.0,106.0,University of Minnesota,Minneapolis,Minnesota,Kris Humphries,F-C,6-9,"February 6, 1985",University of Minnesota,-18429.32549705088,102.0,0.0,26.0,3.0,0.0,3.0,1.0,1.0,3.0,2
bobby hurley,13634.0,Bobby Hurley,PG,26.0,VAN,27.0,0.0,458.0,7.9,0.435,0.057,0.317,1.3,6.3,32.2,1.1,0.0,23.9,17.9,-0.4,-0.2,-4.7,-5.0,-0.9,1.0,0.143,0.744,5.0,97.0,10.0,0.0,44.0,Bobby Hurley,183.0,74.0,Duke University,Jersey City,New Jersey,Bobby Hurley,G,6-0,"June 28, 1971",Duke University,-13627.924111866487,1321.0,4.0,44.0,2.0,2.0,1.0,1.0,1.0,0.0,2
ron brewer,7951.0,Ron Brewer,SG,30.0,CLE,40.0,3.0,552.0,9.1,0.441,0.079,0.172,2.8,7.8,9.9,1.5,0.6,8.3,18.7,-0.2,0.3,-3.1,-1.2,-0.3,5.0,0.294,0.892,14.0,40.0,17.0,6.0,21.0,Ron Brewer,193.0,81.0,University of Arkansas,Fort Smith,Arkansas,Ron Brewer,G,6-4,"September 16, 1955",University of Arkansas,-7944.354571459746,54.0,1.0,6.0,1.0,3.0,2.0,1.0,1.0,1.0,3
ron brewer,5421.0,Ron Brewer,SG,23.0,POR,81.0,23.593374650359237,2454.0,14.2,0.544,0.15860433144009717,0.292,3.9,6.5,9.4,1.9,1.8,13.4,18.4,3.3,2.3,0.0,-0.1,1.2,22.215036720029588,0.24879631551634632,0.82,88.0,165.0,102.0,79.0,153.0,Ron Brewer,193.0,81.0,University of Arkansas,Fort Smith,Arkansas,Ron Brewer,G,6-4,"September 16, 1955",University of Arkansas,-5393.050572197498,54.0,1.0,13.0,1.0,1.0,4.0,3.0,4.0,3.0,0
eddie gill,17847.0,Eddie Gill,PG,27.0,IND,41.0,0.0,122.0,9.9,0.408,0.511,0.511,0.0,13.8,15.8,4.8,0.6,14.0,24.5,-0.2,0.3,-3.9,1.3,0.0,7.0,0.304,0.783,0.0,12.0,11.0,1.0,9.0,Eddie Gill,183.0,86.0,Weber State University,Aurora,Colorado,Eddie Gill,G,6-0,"August 16, 1978",Weber State University,-17844.5373893389,1021.0,4.0,16.0,3.0,2.0,2.0,1.0,0.0,1.0,2
andre brown,18816.0,Andre Brown,PF,26.0,MEM,33.0,1.0,286.0,13.5,0.502,0.0,0.628,14.4,21.8,4.4,1.2,1.0,12.3,17.7,0.2,0.2,-3.1,-2.0,-0.2,0.0,0.24879631551634632,0.449,37.0,8.0,7.0,4.0,14.0,Andre Brown,206.0,111.0,DePaul University,Chicago,Illinois,Andre Brown,F,6-9,"May 12, 1981",DePaul University,-18811.638872901447,2200.0,0.0,29.0,3.0,2.0,1.0,1.0,1.0,3.0,1
chris childs,14048.0,Chris Childs,PG,31.0,NYK,48.0,0.0,1297.0,11.1,0.544,0.352,0.292,1.7,10.1,25.8,1.9,0.1,22.0,14.3,1.2,1.7,-0.3,0.4,0.7,36.0,0.383,0.821,18.0,193.0,44.0,1.0,85.0,Chris Childs,190.0,88.0,Boise State University,Bakersfield,California,Chris Childs,G,6-3,"November 20, 1967",Boise State University,-14032.452923653587,844.0,4.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,2
otis thorpe,14918.0,Otis Thorpe,PF,37.0,MIA,51.0,1.0,777.0,11.1,0.528,0.012,0.198,8.8,15.6,7.2,1.8,0.8,18.3,19.4,0.0,1.1,-2.9,0.0,-0.2,0.0,0.0,0.604,56.0,33.0,26.0,9.0,59.0,Otis Thorpe,206.0,102.0,Providence College,Boynton Beach,Florida,Otis Thorpe,F-C,6-9,"August 5, 1962",Providence College,-14908.340527456885,42.0,0.0,23.0,3.0,4.0,2.0,1.0,2.0,1.0,2
john mandic,156.0,John Mandic,F,30.0,BLB,3.0,23.593374650359237,1209.7203165133815,12.479071407825398,0.184,0.15860433144009717,0.2,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.2,0.0,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,1.0,62.18920998220897,1.0,39.89705245948935,24.470260133673126,73.93983201832528,John Mandic,193.0,92.0,Oregon State University,Los Angeles,California,John Mandic,F-C,6-4,"October 3, 1919",Oregon State University,-142.55427633528527,2353.0,5.0,45.0,0.0,3.0,0.0,3.0,2.0,2.0,0
don reid,14850.0,Don Reid,PF,26.0,WAS,17.0,0.0,333.0,16.0,0.603,0.0,0.359,8.9,17.8,4.8,3.0,4.1,11.7,13.6,0.7,0.5,0.3,2.9,0.4,0.0,0.24879631551634632,0.75,26.0,10.0,19.0,19.0,12.0,Don Reid,203.0,113.0,Georgetown University,Washington,District of Columbia,Don Reid,F,6-8,"December 30, 1973",Georgetown University,-14845.383310486051,865.0,0.0,28.0,3.0,2.0,0.0,1.0,1.0,4.0,2
armen gilliam,13020.0,Armen Gilliam,PF,32.0,MIL,80.0,25.0,2050.0,13.6,0.543,0.0,0.496,8.2,21.5,4.1,1.6,1.5,14.2,16.8,1.9,2.2,-2.3,-0.1,-0.2,0.0,0.24879631551634632,0.768,136.0,53.0,61.0,40.0,105.0,Armen Gilliam,206.0,104.0,"University of Nevada, Las Vegas",Pittsburgh,Pennsylvania,Armen Gilliam,F-C,6-9,"May 28, 1964","University of Nevada, Las Vegas",-12996.215833345579,129.0,0.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,2
eddie gill,17270.0,Eddie Gill,PG,26.0,IND,73.0,3.0,1021.0,9.5,0.484,0.483,0.335,1.9,11.0,13.8,3.2,0.4,17.8,15.8,-0.3,1.4,-2.2,0.9,0.2,36.0,0.308,0.877,16.0,83.0,59.0,5.0,60.0,Eddie Gill,183.0,86.0,Weber State University,Aurora,Colorado,Eddie Gill,G,6-0,"August 16, 1978",Weber State University,-17257.463519305627,1021.0,4.0,16.0,3.0,2.0,4.0,1.0,2.0,1.0,2
kris humphries,23767.0,Kris Humphries,PF,30.0,WAS,28.0,14.0,466.0,11.8,0.524,0.424,0.196,6.1,21.8,5.0,0.3,2.4,10.4,18.0,0.3,0.5,-2.6,-1.3,-0.2,23.0,0.343,0.935,26.0,16.0,3.0,14.0,20.0,Kris Humphries,206.0,106.0,University of Minnesota,Minneapolis,Minnesota,Kris Humphries,F-C,6-9,"February 6, 1985",University of Minnesota,-23760.349029703826,102.0,0.0,28.0,4.0,3.0,1.0,2.0,1.0,2.0,1
mickael pietrus,20958.0,Mickael Pietrus,SG,28.0,PHO,38.0,4.0,689.0,10.8,0.519,0.596,0.204,1.5,11.2,5.0,1.4,1.9,8.4,19.5,0.1,0.4,-0.6,-1.3,0.0,51.0,0.342,0.706,9.0,23.0,19.0,18.0,25.0,Mickael Pietrus,198.0,97.0,Unknown,Les Abymes,Guadeloupe,Mickael Pietrus,G-F,6-6,"February 7, 1982",Unknown,-20949.079573005096,627.0,1.0,11.0,4.0,2.0,2.0,1.0,1.0,1.0,1
kris humphries,23769.0,Kris Humphries,PF,30.0,ATL,21.0,0.0,295.0,14.9,0.555,0.307,0.446,7.6,18.5,6.9,1.7,1.9,10.4,20.4,0.4,0.5,-1.5,-0.1,0.0,8.0,0.258,0.711,20.0,13.0,10.0,7.0,14.0,Kris Humphries,206.0,106.0,University of Minnesota,Minneapolis,Minnesota,Kris Humphries,F-C,6-9,"February 6, 1985",University of Minnesota,-23764.24222505332,102.0,0.0,9.0,4.0,3.0,1.0,1.0,1.0,3.0,1
kris humphries,22537.0,Kris Humphries,PF,28.0,BOS,69.0,30.0,1376.0,18.2,0.552,0.004,0.312,10.2,24.0,8.2,1.2,3.4,10.9,19.0,2.3,1.8,-1.2,1.2,0.7,0.0,0.0,0.813,127.0,67.0,31.0,61.0,64.0,Kris Humphries,206.0,106.0,University of Minnesota,Minneapolis,Minnesota,Kris Humphries,F-C,6-9,"February 6, 1985",University of Minnesota,-22520.087023787706,102.0,0.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,1
gail goodrich*,3151.0,Gail Goodrich*,SG,27.0,LAL,79.0,23.593374650359237,2808.0,14.6,0.521,0.15860433144009717,0.292,6.181565025009618,13.708657175836867,18.1,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,4.5,1.9,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.77,62.18920998220897,380.0,39.89705245948935,24.470260133673126,73.93983201832528,Gail Goodrich*,185.0,77.0,"University of California, Los Angeles",Los Angeles,California,,,,,,-3119.1531694161126,876.0,1.0,7.0,0.0,2.0,4.0,3.0,4.0,3.0,0
gail goodrich*,3665.0,Gail Goodrich*,SG,29.0,LAL,76.0,23.593374650359237,2697.0,18.8,0.51,0.15860433144009717,0.232,6.181565025009618,13.708657175836867,18.4,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,5.2,3.0,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.84,62.18920998220897,332.0,39.89705245948935,24.470260133673126,73.93983201832528,Gail Goodrich*,185.0,77.0,"University of California, Los Angeles",Los Angeles,California,,,,,,-3634.4161115727484,876.0,1.0,7.0,0.0,2.0,4.0,3.0,4.0,4.0,0
brian evans,13565.0,Brian Evans,SF,24.0,TOT,72.0,1.0,893.0,12.0,0.476,0.279,0.183,6.2,12.0,10.5,1.8,1.1,10.1,18.9,0.7,0.8,-1.0,-0.9,0.0,29.0,0.333,0.807,49.0,55.0,29.0,13.0,38.0,Brian Evans,203.0,99.0,Indiana University,Rockford,Illinois,Brian Evans,F,6-8,"September 13, 1973",Indiana University,-13554.160776006158,1322.0,2.0,0.0,2.0,1.0,4.0,1.0,2.0,2.0,2
jelani mccoy,14252.0,Jelani McCoy,C,21.0,SEA,26.0,0.0,331.0,21.1,0.704,0.0,0.553,9.3,18.3,2.2,1.8,4.5,9.6,14.3,1.1,0.3,0.7,-0.1,0.2,0.0,0.24879631551634632,0.5,27.0,4.0,11.0,20.0,10.0,Jelani McCoy,208.0,111.0,"University of California, Los Angeles",Oakland,California,Jelani McCoy,C,6-10,"December 6, 1977","University of California, Los Angeles",-14247.454989699356,1213.0,3.0,19.0,2.0,0.0,1.0,1.0,1.0,4.0,2
paul grant,16693.0,Paul Grant,C,30.0,UTA,10.0,0.0,98.0,5.1,0.471,0.0,0.348,8.7,12.9,5.4,0.6,0.9,20.9,15.9,-0.1,0.1,-4.8,-2.0,-0.1,0.0,0.24879631551634632,0.375,7.0,3.0,1.0,1.0,7.0,Paul Grant,213.0,111.0,University of Wisconsin,Pittsburgh,Pennsylvania,Paul Grant,C,7-0,"January 6, 1974",University of Wisconsin,-16690.911295476013,2124.0,3.0,21.0,3.0,3.0,0.0,1.0,0.0,0.0,2
craig smith,21007.0,Craig Smith,PF,27.0,LAC,48.0,0.0,586.0,15.4,0.592,0.027,0.362,8.7,14.7,9.1,1.4,0.9,13.2,19.1,1.0,0.4,-0.6,-1.1,0.0,0.0,0.0,0.735,43.0,31.0,16.0,7.0,33.0,Craig Smith,201.0,113.0,Boston College,Inglewood,California,Craig Smith,F,6-7,"November 10, 1983",Boston College,-20999.11705564308,1517.0,0.0,20.0,4.0,2.0,2.0,1.0,1.0,3.0,1
jo jo,3059.0,Jo Jo,PG,23.0,BOS,60.0,23.593374650359237,1328.0,14.7,0.49,0.15860433144009717,0.197,6.181565025009618,13.708657175836867,15.9,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.8,1.2,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.822,62.18920998220897,145.0,39.89705245948935,24.470260133673126,73.93983201832528,Jo Jo,190.0,81.0,Unknown,Unknown,Unknown,,,,,,-3043.8218853399853,156.0,4.0,2.0,0.0,1.0,3.0,3.0,3.0,3.0,0
bob ferry,2530.0,Bob Ferry,C,30.0,BAL,59.0,23.593374650359237,841.0,11.3,0.454,0.15860433144009717,0.376,6.181565025009618,13.708657175836867,9.3,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.1,0.9,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.624,62.18920998220897,61.0,39.89705245948935,24.470260133673126,73.93983201832528,Bob Ferry,203.0,104.0,Saint Louis University,St. Louis,Missouri,Bob Ferry,C-F,6-8,"May 31, 1937",Saint Louis University,-2520.3584144114957,832.0,3.0,39.0,0.0,3.0,3.0,3.0,2.0,1.0,0
kenny carr,7964.0,Kenny Carr,PF,30.0,POR,55.0,31.0,1557.0,13.3,0.546,0.009,0.466,10.6,25.2,5.9,1.1,1.1,15.9,17.0,1.3,1.7,-1.6,0.0,0.2,0.0,0.0,0.687,146.0,70.0,38.0,30.0,106.0,Kenny Carr,201.0,99.0,North Carolina State University,Washington,District of Columbia,Kenny Carr,F,6-7,"August 15, 1955",North Carolina State University,-7945.9520389604895,357.0,0.0,13.0,1.0,3.0,3.0,3.0,3.0,2.0,3
