name_norm,ss__c0,ss_Player,ss_Pos,ss_Age,ss_Tm,ss_G,ss_GS,ss_MP,ss_PER,ss_TS%,ss_3PAr,ss_FTr,ss_ORB%,ss_DRB%,ss_AST%,ss_STL%,ss_BLK%,ss_TOV%,ss_USG%,ss_OWS,ss_DWS,ss_OBPM,ss_DBPM,ss_VORP,ss_3P,ss_3P%,ss_FT%,ss_ORB,ss_AST,ss_STL,ss_BLK,ss_TOV,pl_Player,pl_height,pl_weight,pl_collage,pl_birth_city,pl_birth_state,pd_name,pd_position,pd_height,pd_birth_date,pd_college,PC1,ss_Player_idx,ss_Pos_idx,ss_Tm_idx,ss__c0_equal_width,ss_Age_equal_width,ss_G_equal_width,ss_GS_quantile,ss_MP_quantile,ss_PER_quantile,player_cluster
joel przybilla,16921.0,Joel Przybilla,C,24.0,ATL,12.0,12.0,314.0,7.1,0.382,0.0,0.58,11.3,25.0,1.9,0.8,4.0,20.3,11.4,-0.3,0.3,-6.2,0.3,-0.3,0.0,0.24879631551634632,0.414,31.0,4.0,5.0,17.0,16.0,Joel Przybilla,216.0,115.0,University of Minnesota,Monticello,Minnesota,Joel Przybilla,C,7-1,"October 10, 1979",University of Minnesota,-16916.46970478136,157.0,3.0,9.0,3.0,1.0,0.0,2.0,1.0,0.0,2
jeff malone,11639.0,Jeff Malone,SG,32.0,UTA,50.0,50.0,1657.0,12.9,0.532,0.009,0.221,2.0,6.0,6.6,0.8,0.2,7.0,21.8,1.9,1.0,-0.8,-1.9,-0.3,3.0,0.5,0.843,28.0,66.0,26.0,5.0,57.0,Jeff Malone,193.0,92.0,Mississippi State University,Mobile,Alabama,Jeff Malone,G,6-4,"June 28, 1961",Mississippi State University,-11619.834640811505,154.0,1.0,21.0,2.0,3.0,2.0,4.0,3.0,2.0,3
mike harris,18970.0,Mike Harris,PF,24.0,HOU,17.0,0.0,159.0,17.1,0.519,0.037,0.241,17.3,21.0,3.2,2.0,1.4,13.1,19.7,0.1,0.3,-2.5,-0.3,0.0,0.0,0.0,0.615,24.0,3.0,6.0,3.0,9.0,Mike Harris,198.0,108.0,Rice University,Hillsboro,Texas,Mike Harris,F,6-6,"June 15, 1983",Rice University,-18967.061153855815,1626.0,0.0,12.0,3.0,1.0,0.0,1.0,0.0,4.0,1
gary neal,24486.0,Gary Neal,SG,32.0,ATL,2.0,0.0,18.0,-4.3,0.228,0.286,0.571,0.0,6.0,7.1,0.0,0.0,0.0,21.2,-0.1,0.0,-11.8,-4.9,-0.1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Gary Neal,193.0,95.0,Towson University,Baltimore,Maryland,Gary Neal,G,6-4,"October 3, 1984",Towson University,-24484.309069870003,718.0,1.0,9.0,4.0,3.0,0.0,1.0,0.0,0.0,1
joel przybilla,20970.0,Joel Przybilla,C,31.0,POR,31.0,9.0,445.0,7.2,0.623,0.0,0.676,7.4,26.7,4.2,0.6,2.6,33.3,6.9,0.1,0.6,-4.8,1.7,-0.1,0.0,0.24879631551634632,0.565,28.0,13.0,5.0,14.0,22.0,Joel Przybilla,216.0,115.0,University of Minnesota,Monticello,Minnesota,Joel Przybilla,C,7-1,"October 10, 1979",University of Minnesota,-20963.743878193614,157.0,3.0,13.0,4.0,3.0,1.0,2.0,1.0,0.0,1
andrew harrison,24316.0,Andrew Harrison,PG,22.0,MEM,72.0,18.0,1474.0,8.7,0.477,0.433,0.539,1.7,9.0,20.0,1.9,1.3,16.0,16.4,0.0,1.5,-2.4,0.0,-0.2,43.0,0.276,0.763,23.0,198.0,54.0,20.0,85.0,Andrew Harrison,198.0,96.0,University of Kentucky,San Antonio,Texas,Andrew Harrison,G,6-6,"October 28, 1994",University of Kentucky,-24297.820099542198,3000.0,4.0,29.0,4.0,1.0,4.0,2.0,3.0,0.0,1
jannero pargo,16891.0,Jannero Pargo,PG,24.0,LAL,13.0,0.0,63.0,1.6,0.438,0.25,0.0,0.0,10.9,26.2,1.7,0.0,42.9,20.0,-0.3,0.1,-9.6,-2.0,-0.2,2.0,0.5,0.7192786333417487,0.0,11.0,2.0,0.0,12.0,Jannero Pargo,185.0,79.0,University of Arkansas,Chicago,Illinois,Jannero Pargo,G,6-1,"October 22, 1979",University of Arkansas,-16889.25322320613,151.0,4.0,7.0,3.0,1.0,0.0,1.0,0.0,0.0,2
josh smith,19836.0,Josh Smith,PF,23.0,ATL,69.0,69.0,2421.0,17.2,0.533,0.102,0.423,6.5,17.6,12.1,2.1,3.5,13.8,22.6,1.3,3.6,-0.8,2.5,2.3,26.0,0.299,0.588,134.0,169.0,94.0,111.0,161.0,Josh Smith,213.0,106.0,University of Southern Colorado,Columbus,Mississippi,Josh Smith,F,6-9,"December 5, 1985",Unknown,-19807.431150109172,205.0,0.0,9.0,4.0,1.0,4.0,4.0,4.0,4.0,1
josh smith,17547.0,Josh Smith,SF,19.0,ATL,74.0,59.0,2050.0,15.4,0.506,0.038,0.394,7.9,18.6,10.2,1.5,5.4,16.0,18.4,0.6,1.8,-2.4,2.0,0.8,4.0,0.174,0.688,147.0,127.0,59.0,144.0,135.0,Josh Smith,213.0,106.0,University of Southern Colorado,Columbus,Mississippi,Josh Smith,F,6-9,"December 5, 1985",Unknown,-17522.737655815068,205.0,2.0,9.0,3.0,0.0,4.0,4.0,4.0,3.0,2
unknown,8680.0,Unknown,Unknown,26.66440526486838,Unknown,50.83711013645224,23.593374650359237,1209.7203165133815,12.479071407825398,0.49300126334664623,0.15860433144009717,0.32545504587156027,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.2573073011999194,1.2273947528981102,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.7192786333417487,62.18920998220897,114.85262345679013,39.89705245948935,24.470260133673126,73.93983201832528,,199.48984443424948,95.5127413771531,,,,,,,,,-8665.821809787276,2.0,7.0,52.0,1.0,2.0,2.0,3.0,2.0,2.0,3
unknown,10907.0,Unknown,Unknown,26.66440526486838,Unknown,50.83711013645224,23.593374650359237,1209.7203165133815,12.479071407825398,0.49300126334664623,0.15860433144009717,0.32545504587156027,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.2573073011999194,1.2273947528981102,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.7192786333417487,62.18920998220897,114.85262345679013,39.89705245948935,24.470260133673126,73.93983201832528,,199.48984443424948,95.5127413771531,,,,,,,,,-10892.6793086295,2.0,7.0,52.0,2.0,2.0,2.0,3.0,2.0,2.0,3
aaron mckie,12596.0,Aaron McKie,SG,23.0,POR,81.0,73.0,2259.0,13.4,0.534,0.162,0.276,4.4,10.9,14.6,2.1,0.7,14.3,18.3,2.1,3.2,-0.5,1.4,1.7,38.0,0.325,0.764,86.0,205.0,92.0,21.0,135.0,Aaron McKie,196.0,94.0,Temple University,Philadelphia,Pennsylvania,Aaron McKie,G,6-5,"October 2, 1972",Temple University,-12569.736120900294,123.0,1.0,13.0,2.0,1.0,4.0,4.0,4.0,3.0,2
aaron mckie,18534.0,Aaron McKie,SF,34.0,LAL,10.0,0.0,131.0,7.5,0.647,0.0,0.0,0.9,15.1,14.4,1.6,0.0,32.0,8.6,0.0,0.1,-3.9,-0.4,-0.1,0.0,0.24879631551634632,0.7192786333417487,1.0,13.0,4.0,0.0,8.0,Aaron McKie,196.0,94.0,Temple University,Philadelphia,Pennsylvania,Aaron McKie,G,6-5,"October 2, 1972",Temple University,-18531.40882972509,123.0,2.0,7.0,3.0,4.0,0.0,1.0,0.0,0.0,2
noble jorgensen,118.0,Noble Jorgensen,C,24.0,SHE,54.0,23.593374650359237,1209.7203165133815,12.479071407825398,0.456,0.15860433144009717,0.566,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,4.1,-0.3,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.766,62.18920998220897,90.0,39.89705245948935,24.470260133673126,73.93983201832528,Noble Jorgensen,206.0,103.0,University of Iowa,Unknown,Unknown,Noble Jorgensen,C,6-9,"May 18, 1925",University of Iowa,-104.41008634533881,1631.0,3.0,62.0,0.0,1.0,3.0,3.0,2.0,2.0,0
unknown,7214.0,Unknown,Unknown,26.66440526486838,Unknown,50.83711013645224,23.593374650359237,1209.7203165133815,12.479071407825398,0.49300126334664623,0.15860433144009717,0.32545504587156027,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.2573073011999194,1.2273947528981102,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.7192786333417487,62.18920998220897,114.85262345679013,39.89705245948935,24.470260133673126,73.93983201832528,,199.48984443424948,95.5127413771531,,,,,,,,,-7199.9156161174515,2.0,7.0,52.0,1.0,2.0,2.0,3.0,2.0,2.0,3
aaron mckie,17986.0,Aaron McKie,PG,33.0,LAL,14.0,0.0,121.0,6.1,0.272,0.167,0.167,2.9,16.5,12.5,2.2,0.0,13.4,5.6,0.0,0.1,-5.2,1.5,-0.1,0.0,0.0,0.5,3.0,11.0,5.0,0.0,2.0,Aaron McKie,196.0,94.0,Temple University,Philadelphia,Pennsylvania,Aaron McKie,G,6-5,"October 2, 1972",Temple University,-17983.56168059609,123.0,4.0,7.0,3.0,3.0,0.0,1.0,0.0,0.0,2
josh smith,24004.0,Josh Smith,PF,30.0,HOU,23.0,6.0,421.0,7.7,0.419,0.503,0.148,4.7,12.9,17.7,1.9,2.6,16.7,22.1,-0.7,0.3,-3.4,-0.7,-0.2,23.0,0.271,0.48,18.0,48.0,16.0,13.0,36.0,Josh Smith,213.0,106.0,University of Southern Colorado,Columbus,Mississippi,Josh Smith,F,6-9,"December 5, 1985",Unknown,-23997.76677314714,205.0,0.0,12.0,4.0,3.0,1.0,1.0,1.0,0.0,1
jan vesely,22823.0,Jan Vesely,PF,23.0,TOT,54.0,1.0,776.0,12.7,0.498,0.0,0.324,11.7,16.1,4.0,3.4,3.5,15.4,13.2,0.2,1.4,-2.7,3.2,0.5,0.0,0.24879631551634632,0.339,81.0,21.0,53.0,35.0,36.0,Jan Vesely,211.0,108.0,Unknown,Ostrava,Czech Republic,Jan Vesely,F,6-11,"April 24, 1990",Unknown,-22812.841611430198,1779.0,0.0,0.0,4.0,1.0,3.0,1.0,2.0,2.0,1
jannero pargo,21514.0,Jannero Pargo,PG,32.0,ATL,50.0,0.0,671.0,13.6,0.539,0.545,0.079,1.6,11.1,24.1,1.6,0.2,15.8,21.8,0.6,0.8,0.8,-1.9,0.1,53.0,0.384,0.95,9.0,96.0,20.0,2.0,49.0,Jannero Pargo,185.0,79.0,University of Arkansas,Chicago,Illinois,Jannero Pargo,G,6-1,"October 22, 1979",University of Arkansas,-21505.09299625048,151.0,4.0,9.0,4.0,3.0,2.0,1.0,1.0,3.0,1
edwin ubiles,21614.0,Edwin Ubiles,SF,25.0,WAS,4.0,0.0,52.0,7.3,0.362,0.278,0.167,4.3,17.5,2.9,1.0,1.5,4.9,17.5,-0.1,0.0,-6.0,-2.8,-0.1,1.0,0.2,1.0,2.0,1.0,1.0,1.0,1.0,Edwin Ubiles,198.0,92.0,Siena College,Brooklyn,New York,Edwin Ubiles,G,6-6,"November 26, 1986",Siena College,-21612.11346324587,3287.0,2.0,28.0,4.0,1.0,0.0,1.0,0.0,0.0,1
jimmy walker,2642.0,Jimmy Walker,SG,23.0,DET,81.0,23.593374650359237,1585.0,10.9,0.44,0.15860433144009717,0.239,6.181565025009618,13.708657175836867,18.6,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.7,1.1,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.766,62.18920998220897,226.0,39.89705245948935,24.470260133673126,73.93983201832528,Jimmy Walker,190.0,88.0,Providence College,Amherst,Virginia,Jimmy Walker,G,6-3,"April 8, 1944",Providence College,-2623.891223993743,740.0,1.0,3.0,0.0,1.0,4.0,3.0,3.0,1.0,0
robert werdann,11318.0,Robert Werdann,C,22.0,DEN,28.0,0.0,149.0,7.7,0.365,0.017,0.525,16.2,20.7,6.5,1.9,1.6,14.2,23.1,-0.3,0.2,-6.1,-1.0,-0.2,0.0,0.0,0.548,23.0,7.0,6.0,4.0,12.0,Robert Werdann,211.0,113.0,St. John's University,Sunnyside,New York,Robert Werdann,C,6-11,"September 12, 1970",St. John's University,-11315.652047830712,2453.0,3.0,15.0,2.0,1.0,1.0,1.0,0.0,0.0,3
jimmy walker,4069.0,Jimmy Walker,SG,29.0,KCO,72.0,23.593374650359237,2920.0,14.6,0.518,0.15860433144009717,0.27,1.4,5.8,15.8,1.3,0.2,15.085098559901962,18.906491853360468,4.0,0.7,0.5,-1.9,0.4,22.215036720029588,0.24879631551634632,0.822,39.0,303.0,81.0,9.0,73.93983201832528,Jimmy Walker,190.0,88.0,Providence College,Amherst,Virginia,Jimmy Walker,G,6-3,"April 8, 1944",Providence College,-4035.9926233239753,740.0,1.0,56.0,0.0,2.0,4.0,3.0,4.0,3.0,0
jeff green,24301.0,Jeff Green,PF,30.0,ORL,69.0,11.0,1534.0,10.5,0.505,0.346,0.301,2.7,12.8,8.1,1.2,0.7,10.6,20.3,-0.2,0.9,-2.8,-1.8,-1.0,53.0,0.275,0.863,39.0,81.0,37.0,13.0,75.0,Jeff Green,196.0,88.0,University of Maryland,Unknown,Unknown,Jeff Green,F,6-9,"August 28, 1986",Georgetown University,-24282.348678117145,269.0,0.0,24.0,4.0,3.0,4.0,2.0,3.0,1.0,1
jose ortiz,9844.0,Jose Ortiz,PF,26.0,UTA,13.0,0.0,64.0,16.0,0.475,0.048,0.119,15.7,12.0,20.2,1.6,1.0,10.2,33.5,0.0,0.1,1.3,-1.2,0.0,1.0,0.5,0.6,8.0,7.0,2.0,1.0,5.0,Jose Ortiz,208.0,102.0,Oregon State University,Albonito,Puerto Rico,Jose Ortiz,F,6-10,"October 25, 1963",Oregon State University,-9842.713161624228,2775.0,0.0,21.0,1.0,2.0,0.0,1.0,0.0,4.0,3
gerry ward,2205.0,Gerry Ward,SG,23.0,BOS,3.0,23.593374650359237,30.0,-4.7,0.136,0.15860433144009717,0.056,6.181565025009618,13.708657175836867,23.3,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.3,0.1,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,1.0,62.18920998220897,6.0,39.89705245948935,24.470260133673126,73.93983201832528,Gerry Ward,193.0,88.0,Boston College,Unknown,Unknown,Gerry Ward,G,6-4,"September 6, 1941",Boston College,-2204.4062178031927,2021.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0
chris mullin*,12123.0,Chris Mullin*,SF,31.0,GSW,25.0,23.0,890.0,17.7,0.602,0.267,0.307,3.1,11.3,22.8,2.1,1.5,19.1,23.2,1.2,0.5,1.7,0.0,0.8,42.0,0.452,0.879,25.0,125.0,38.0,19.0,93.0,Chris Mullin*,198.0,90.0,St. John's University,New York,New York,,,,,,-12112.15304696369,429.0,2.0,10.0,2.0,3.0,1.0,2.0,2.0,4.0,3
victor oladipo,23928.0,Victor Oladipo,SG,23.0,ORL,72.0,52.0,2379.0,16.7,0.534,0.291,0.255,2.2,14.0,18.6,2.4,1.9,12.4,22.9,2.2,2.7,1.0,0.8,2.3,98.0,0.348,0.83,48.0,282.0,116.0,54.0,153.0,Victor Oladipo,193.0,95.0,Indiana University,Silver Spring,Maryland,Victor Oladipo,G,6-4,"May 4, 1992",Indiana University,-23899.626702631325,2180.0,1.0,24.0,4.0,1.0,4.0,4.0,4.0,4.0,1
ray felix,1484.0,Ray Felix,C,29.0,TOT,47.0,23.593374650359237,882.0,11.3,0.423,0.15860433144009717,0.315,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.1,0.9,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.625,62.18920998220897,31.0,39.89705245948935,24.470260133673126,73.93983201832528,Ray Felix,211.0,99.0,Long Island University,New York,New York,Ray Felix,C,6-11,"December 10, 1930",Long Island University,-1474.0227352886347,931.0,3.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,0
doug collins,3892.0,Doug Collins,SG,22.0,PHI,25.0,23.593374650359237,436.0,10.5,0.441,0.15860433144009717,0.371,1.5,9.0,13.5,1.3,0.2,15.085098559901962,18.906491853360468,-0.5,0.2,-3.6,-2.8,-0.5,22.215036720029588,0.24879631551634632,0.764,7.0,40.0,13.0,2.0,73.93983201832528,Doug Collins,198.0,81.0,Illinois State University,Christopher,Illinois,Doug Collins,G-F,6-6,"July 28, 1951",Illinois State University,-3886.8534185437165,1187.0,1.0,4.0,0.0,1.0,1.0,3.0,1.0,1.0,0
antoine walker,18701.0,Antoine Walker,PF,30.0,MIA,78.0,15.0,1818.0,9.6,0.462,0.457,0.157,6.1,15.7,12.1,1.4,0.7,16.5,22.3,-2.3,2.0,-2.5,-0.7,-0.5,84.0,0.275,0.438,92.0,130.0,48.0,17.0,141.0,Antoine Walker,193.0,86.0,Niagara University,Long Island City,New York,Antoine Walker,F,6-8,"August 12, 1976",University of Kentucky,-18679.369929671146,308.0,0.0,23.0,3.0,3.0,4.0,2.0,3.0,1.0,1
jake voskuhl,18696.0,Jake Voskuhl,C,29.0,CHA,73.0,9.0,1043.0,10.9,0.523,0.0,0.443,9.3,20.1,6.8,1.5,1.8,15.5,15.7,0.5,1.1,-3.1,0.5,-0.2,0.0,0.24879631551634632,0.681,84.0,44.0,30.0,24.0,56.0,Jake Voskuhl,211.0,111.0,University of Connecticut,Tulsa,Oklahoma,Jake Voskuhl,C,6-11,"November 1, 1977",University of Connecticut,-18683.11165067406,1044.0,3.0,31.0,3.0,2.0,4.0,2.0,2.0,1.0,1
antoine walker,14930.0,Antoine Walker,PF,23.0,BOS,82.0,82.0,3003.0,17.8,0.494,0.189,0.295,7.2,18.2,18.2,2.0,0.8,13.2,28.3,2.3,2.7,1.4,-0.2,2.4,73.0,0.256,0.699,199.0,305.0,117.0,32.0,259.0,Antoine Walker,193.0,86.0,Niagara University,Long Island City,New York,Antoine Walker,F,6-8,"August 12, 1976",University of Kentucky,-14894.955975573743,308.0,0.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,2
chad kinch,6269.0,Chad Kinch,SG,22.0,DAL,12.0,23.593374650359237,106.0,4.8,0.375,0.0,0.289,0.0,10.0,13.9,0.9,0.5,13.6,23.2,-0.3,0.0,-7.7,-3.6,-0.3,0.0,0.24879631551634632,0.769,0.0,10.0,2.0,1.0,8.0,Chad Kinch,193.0,86.0,University of North Carolina at Charlotte,Perth Amboy,New Jersey,Chad Kinch,G,6-4,"May 22, 1958",University of North Carolina at Charlotte,-6267.4675240669085,2233.0,1.0,17.0,1.0,1.0,0.0,3.0,0.0,0.0,0
rafer alston,18757.0,Rafer Alston,PG,31.0,HOU,74.0,74.0,2526.0,13.2,0.492,0.44,0.148,1.3,10.2,25.2,2.1,0.5,14.0,20.7,1.0,4.0,0.2,0.7,1.9,143.0,0.351,0.715,28.0,392.0,98.0,18.0,160.0,Rafer Alston,188.0,77.0,"California State University, Fresno",New York,New York,Rafer Alston,G,6-2,"July 24, 1976","California State University, Fresno",-18727.23084863917,372.0,4.0,12.0,3.0,3.0,4.0,4.0,4.0,2.0,1
willie anderson,11852.0,Willie Anderson,SG,28.0,SAS,38.0,11.0,556.0,10.3,0.514,0.117,0.253,3.2,7.8,13.8,2.4,1.2,17.4,17.3,0.0,0.7,-2.5,0.8,0.0,3.0,0.158,0.732,15.0,52.0,26.0,10.0,38.0,Willie Anderson,201.0,86.0,University of Georgia,Greenville,South Carolina,Willie Anderson,G-F,6-7,"January 8, 1967",University of Georgia,-11845.01462022907,817.0,1.0,14.0,2.0,2.0,2.0,2.0,1.0,1.0,3
willie anderson,12307.0,Willie Anderson,SG,29.0,TOR,49.0,42.0,1564.0,11.9,0.518,0.18,0.25,2.7,11.6,15.1,1.9,2.5,16.9,19.8,0.1,0.8,-2.1,-0.4,-0.2,29.0,0.305,0.856,35.0,149.0,58.0,51.0,119.0,Willie Anderson,201.0,86.0,University of Georgia,Greenville,South Carolina,Willie Anderson,G-F,6-7,"January 8, 1967",University of Georgia,-12288.593870069259,817.0,1.0,26.0,2.0,2.0,2.0,4.0,3.0,2.0,3
brian davis,11467.0,Brian Davis,SF,23.0,MIN,68.0,3.0,374.0,9.2,0.42,0.024,0.54,6.7,10.4,9.1,2.2,0.7,10.9,20.4,-0.2,0.2,-4.7,-1.8,-0.4,1.0,0.333,0.735,21.0,22.0,16.0,4.0,19.0,Brian Davis,190.0,81.0,University of Maryland,Monaca,Pennsylvania,Brian Davis,F-G,6-7,"June 21, 1970",Duke University,-11462.097280658709,3089.0,2.0,25.0,2.0,1.0,3.0,1.0,1.0,1.0,3
hamed haddadi,20760.0,Hamed Haddadi,C,25.0,MEM,31.0,0.0,168.0,19.7,0.55,0.017,0.397,16.9,31.6,4.8,0.6,6.3,13.9,21.2,0.3,0.3,-2.4,0.3,0.0,0.0,0.0,0.652,24.0,5.0,2.0,13.0,11.0,Hamed Haddadi,218.0,115.0,Unknown,Ahvaz,Islamic Republic of Iran,Hamed Haddadi,C,7-2,"May 19, 1985",Unknown,-20756.843370209794,1367.0,3.0,29.0,4.0,1.0,1.0,1.0,0.0,4.0,1
hamed haddadi,21881.0,Hamed Haddadi,C,27.0,PHO,17.0,0.0,235.0,11.2,0.479,0.0,0.41,15.6,26.7,5.2,1.1,6.7,27.3,18.7,-0.4,0.4,-6.4,2.3,-0.1,0.0,0.24879631551634632,0.52,33.0,8.0,5.0,21.0,27.0,Hamed Haddadi,218.0,115.0,Unknown,Ahvaz,Islamic Republic of Iran,Hamed Haddadi,C,7-2,"May 19, 1985",Unknown,-21876.998691075638,1367.0,3.0,11.0,4.0,2.0,0.0,1.0,1.0,1.0,1
sergio rodriguez,24560.0,Sergio Rodriguez,PG,30.0,PHI,68.0,30.0,1518.0,11.0,0.484,0.47,0.05,1.5,9.9,35.4,1.5,0.2,18.9,19.3,-0.3,1.0,-1.6,-2.4,-0.7,92.0,0.365,0.667,21.0,344.0,48.0,4.0,128.0,Sergio Rodriguez,190.0,79.0,Unknown,Tenerife,Spain,Sergio Rodriguez,G,6-3,"June 12, 1986",Unknown,-24541.085651271726,1443.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1
nate thurmond*,4611.0,Nate Thurmond*,C,34.0,CHI,13.0,23.593374650359237,260.0,11.4,0.454,0.15860433144009717,0.4,5.1,23.7,14.1,0.7,2.6,15.085098559901962,18.906491853360468,0.1,0.4,-4.5,2.7,0.0,22.215036720029588,0.24879631551634632,0.444,14.0,26.0,4.0,12.0,73.93983201832528,Nate Thurmond*,211.0,102.0,Bowling Green State University,Akron,Ohio,,,,,,-4607.778027733157,1628.0,3.0,8.0,0.0,4.0,0.0,3.0,1.0,1.0,0
gus gerard,5847.0,Gus Gerard,SF,26.0,KCK,73.0,23.593374650359237,869.0,14.1,0.491,0.009,0.287,9.2,12.8,6.9,2.2,1.7,11.1,20.3,0.5,1.4,-1.6,0.6,0.2,1.0,0.333,0.66,77.0,43.0,41.0,26.0,49.0,Gus Gerard,203.0,90.0,University of Virginia,Uniontown,Pennsylvania,Gus Gerard,F-G,6-8,"July 27, 1953",University of Virginia,-5836.84942996172,457.0,2.0,38.0,1.0,2.0,4.0,3.0,2.0,3.0,0
pape sow,18662.0,Pape Sow,C,25.0,TOR,7.0,0.0,34.0,16.4,0.43,0.0,0.667,20.5,17.5,8.7,1.5,2.3,7.9,17.2,0.0,0.0,-1.2,0.6,0.0,0.0,0.24879631551634632,0.667,6.0,2.0,1.0,1.0,1.0,Pape Sow,208.0,113.0,"California State University, Fullerton",Dakar,Senegal,Pape Sow,F,6-10,"November 22, 1981","California State University, Fullerton",-18660.50200377111,2427.0,3.0,26.0,3.0,1.0,0.0,1.0,0.0,4.0,1
cliff barker,489.0,Cliff Barker,SG,31.0,INO,44.0,23.593374650359237,494.0,10.8,0.343,0.15860433144009717,0.317,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.7,0.8,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.588,62.18920998220897,70.0,39.89705245948935,24.470260133673126,73.93983201832528,Cliff Barker,188.0,83.0,University of Kentucky,Yorktown,Indiana,Cliff Barker,G,6-2,"January 15, 1921",University of Kentucky,-483.2912253353009,2244.0,1.0,54.0,0.0,3.0,2.0,3.0,1.0,1.0,0
ron johnson,1629.0,Ron Johnson,F,22.0,DET,6.0,23.593374650359237,60.0,11.0,0.429,0.15860433144009717,0.467,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.0,0.0,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.643,62.18920998220897,1.0,39.89705245948935,24.470260133673126,73.93983201832528,Ron Johnson,203.0,97.0,University of Minnesota,Unknown,Unknown,Ron Johnson,F,6-8,"July 20, 1938",University of Minnesota,-1628.124857647419,2458.0,5.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,0
mike dunleavy,17807.0,Mike Dunleavy,SF,25.0,GSW,81.0,68.0,2578.0,12.5,0.503,0.319,0.309,3.3,14.2,15.0,1.2,0.9,11.5,18.1,1.9,2.3,-0.7,0.4,1.1,74.0,0.285,0.778,78.0,237.0,60.0,32.0,120.0,Mike Dunleavy,190.0,81.0,University of South Carolina,Brooklyn,New York,Mike Dunleavy,G,6-3,"March 21, 1954",University of South Carolina,-17776.90798694583,3.0,2.0,10.0,3.0,1.0,4.0,4.0,4.0,2.0,2
larry staverman,1676.0,Larry Staverman,PF,24.0,CIN,66.0,23.593374650359237,944.0,11.8,0.519,0.15860433144009717,0.373,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.4,0.1,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.849,62.18920998220897,86.0,39.89705245948935,24.470260133673126,73.93983201832528,Larry Staverman,201.0,92.0,Thomas More College,Unknown,Unknown,Larry Staverman,F,6-7,"October 11, 1936",Thomas More College,-1665.2326490916646,1236.0,0.0,32.0,0.0,1.0,3.0,3.0,2.0,2.0,0
buck williams,13937.0,Buck Williams,PF,37.0,NYK,41.0,6.0,738.0,12.3,0.56,0.0,0.477,12.6,17.2,4.6,1.3,1.6,17.4,13.9,0.9,1.2,-1.8,1.5,0.3,0.0,0.24879631551634632,0.732,78.0,21.0,17.0,15.0,38.0,Buck Williams,203.0,97.0,University of Maryland,Rocky Mount,North Carolina,Buck Williams,F-C,6-8,"March 8, 1960",University of Maryland,-13927.854969400862,688.0,0.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,2
james bailey,6093.0,James Bailey,PF,23.0,SEA,82.0,23.593374650359237,2539.0,14.5,0.546,0.002,0.406,8.5,17.6,5.8,1.4,3.1,17.3,20.3,1.4,3.6,-1.3,1.2,1.2,1.0,0.5,0.709,192.0,98.0,74.0,143.0,219.0,James Bailey,206.0,99.0,Rutgers University,Dublin,Georgia,James Bailey,F-C,6-9,"May 21, 1957",Rutgers University,-6063.957358114279,463.0,0.0,19.0,1.0,1.0,4.0,3.0,4.0,3.0,0
