name_norm,ss__c0,ss_Player,ss_Pos,ss_Age,ss_Tm,ss_G,ss_GS,ss_MP,ss_PER,ss_TS%,ss_3PAr,ss_FTr,ss_ORB%,ss_DRB%,ss_AST%,ss_STL%,ss_BLK%,ss_TOV%,ss_USG%,ss_OWS,ss_DWS,ss_OBPM,ss_DBPM,ss_VORP,ss_3P,ss_3P%,ss_FT%,ss_ORB,ss_AST,ss_STL,ss_BLK,ss_TOV,pl_Player,pl_height,pl_weight,pl_collage,pl_birth_city,pl_birth_state,pd_name,pd_position,pd_height,pd_birth_date,pd_college,PC1
adam morrison,20313.0,Adam Morrison,SF,25.0,LAL,31.0,0.0,241.0,7.4,0.418,0.247,0.094,4.7,10.1,11.3,0.6,0.6,10.2,18.3,-0.2,0.2,-4.4,-1.8,-0.3,5.0,0.238,0.625,10.0,18.0,3.0,2.0,10.0,Adam Morrison,203.0,92.0,Gonzaga University,Glendive,Montana,Adam Morrison,F,6-8,"July 19, 1984",Gonzaga University,-20309.05983947397
adam keefe,11108.0,Adam Keefe,PF,22.0,ATL,82.0,6.0,1549.0,13.6,0.564,0.003,0.63,11.8,19.5,7.0,1.8,0.7,17.2,15.5,1.9,1.4,-1.2,0.1,0.4,0.0,0.0,0.7,171.0,80.0,57.0,16.0,100.0,Adam Keefe,206.0,104.0,Stanford University,Irvine,California,Adam Keefe,F,6-9,"February 22, 1970",Stanford University,-11089.790159595817
rod higgins,12020.0,Rod Higgins,SF,35.0,GSW,5.0,2.0,46.0,6.1,0.363,0.5,0.333,9.5,7.3,8.8,1.1,1.5,6.8,13.6,0.0,0.0,-2.7,-1.4,0.0,1.0,0.167,0.75,4.0,3.0,1.0,1.0,1.0,Rod Higgins,201.0,90.0,"California State University, Fresno",Monroe,Louisiana,Rod Higgins,F,6-7,"January 31, 1960","California State University, Fresno",-12018.786386637043
zan tabak,13345.0,Zan Tabak,C,26.0,TOR,13.0,4.0,218.0,12.5,0.501,0.0,0.408,10.4,16.1,11.0,1.5,4.0,20.0,21.5,-0.1,0.2,-4.1,0.5,-0.1,0.0,0.24879631551634632,0.69,20.0,14.0,6.0,11.0,21.0,Zan Tabak,213.0,111.0,Unknown,Split,Croatia,Zan Tabak,C,7-0,"June 15, 1970",Unknown,-13341.746632422499
kenny sears,1109.0,Kenny Sears,PF,22.0,NYK,70.0,23.593374650359237,2069.0,17.8,0.515,0.15860433144009717,0.445,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,4.8,1.4,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.796,62.18920998220897,114.0,39.89705245948935,24.470260133673126,73.93983201832528,Kenny Sears,206.0,89.0,Santa Clara University,Watsonville,California,Kenny Sears,F,6-9,"August 17, 1933",Santa Clara University,-1085.8347789923466
david pope,7796.0,David Pope,SF,22.0,KCK,22.0,0.0,129.0,2.1,0.349,0.019,0.245,8.0,7.9,4.9,1.1,1.3,10.7,20.1,-0.3,0.0,-6.7,-2.8,-0.2,0.0,0.0,0.538,9.0,5.0,3.0,3.0,7.0,David Pope,201.0,99.0,Norfolk State University,Newport News,Virginia,David Pope,F,6-7,"April 15, 1962",Norfolk State University,-7794.120357934665
larry nance,8937.0,Larry Nance,PF,28.0,TOT,67.0,60.0,2383.0,20.3,0.586,0.007,0.424,9.3,19.8,12.9,1.3,3.9,12.4,21.7,5.1,2.9,2.0,2.0,3.6,2.0,0.333,0.779,193.0,207.0,63.0,159.0,155.0,Larry Nance,208.0,92.0,Clemson University,Anderson,South Carolina,Larry Nance,F,6-9,"January 1, 1993",University of Wyoming,-8909.408918957874
larry nance,8937.0,Larry Nance,PF,28.0,TOT,67.0,60.0,2383.0,20.3,0.586,0.007,0.424,9.3,19.8,12.9,1.3,3.9,12.4,21.7,5.1,2.9,2.0,2.0,3.6,2.0,0.333,0.779,193.0,207.0,63.0,159.0,155.0,Larry Nance,208.0,92.0,Clemson University,Anderson,South Carolina,Larry Nance,F-C,6-10,"February 12, 1959",Clemson University,-8909.408918957874
larry nance,8938.0,Larry Nance,PF,28.0,PHO,40.0,34.0,1477.0,20.5,0.581,0.008,0.404,9.0,21.1,12.3,1.4,3.8,12.7,22.9,2.8,1.6,1.8,1.8,2.1,2.0,0.4,0.751,119.0,123.0,45.0,96.0,106.0,Larry Nance,208.0,92.0,Clemson University,Anderson,South Carolina,Larry Nance,F,6-9,"January 1, 1993",University of Wyoming,-8920.705845458433
larry nance,8938.0,Larry Nance,PF,28.0,PHO,40.0,34.0,1477.0,20.5,0.581,0.008,0.404,9.0,21.1,12.3,1.4,3.8,12.7,22.9,2.8,1.6,1.8,1.8,2.1,2.0,0.4,0.751,119.0,123.0,45.0,96.0,106.0,Larry Nance,208.0,92.0,Clemson University,Anderson,South Carolina,Larry Nance,F-C,6-10,"February 12, 1959",Clemson University,-8920.705845458433
ryan hollins,18430.0,Ryan Hollins,C,22.0,CHA,27.0,0.0,185.0,8.5,0.597,0.0,1.111,6.8,13.2,0.9,1.1,2.9,23.0,17.1,0.0,0.2,-5.4,-1.5,-0.2,0.0,0.24879631551634632,0.6,11.0,1.0,4.0,7.0,16.0,Ryan Hollins,213.0,108.0,"University of California, Los Angeles",Pasadena,California,Ryan Hollins,C,7-0,"October 10, 1984","University of California, Los Angeles",-18426.817400002765
adam keefe,11588.0,Adam Keefe,PF,23.0,ATL,63.0,1.0,763.0,12.0,0.521,0.0,0.521,11.1,17.9,6.4,1.3,0.8,18.6,18.1,0.3,1.1,-3.4,-0.4,-0.3,0.0,0.24879631551634632,0.73,77.0,34.0,20.0,9.0,60.0,Adam Keefe,206.0,104.0,Stanford University,Irvine,California,Adam Keefe,F,6-9,"February 22, 1970",Stanford University,-11578.679228341443
andy johnson,1399.0,Andy Johnson,SF,26.0,PHW,67.0,23.593374650359237,1158.0,10.5,0.421,0.15860433144009717,0.41,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.0,1.3,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.602,62.18920998220897,90.0,39.89705245948935,24.470260133673126,73.93983201832528,Andy Johnson,196.0,97.0,University of Portland,Los Angeles,California,Andy Johnson,F-G,6-5,"November 8, 1932",University of Portland,-1385.8883907874424
carl nicks,7077.0,Carl Nicks,SG,24.0,CLE,9.0,2.0,148.0,12.1,0.474,0.017,0.288,6.0,14.2,11.5,2.0,0.0,14.2,22.0,0.0,0.1,-2.5,-1.1,-0.1,0.0,0.0,0.647,8.0,11.0,6.0,0.0,11.0,Carl Nicks,185.0,79.0,Indiana State University,Chicago,Illinois,Carl Nicks,G,6-1,"October 6, 1958",Indiana State University,-7074.93662821229
hassan whiteside,21648.0,Hassan Whiteside,C,22.0,SAC,18.0,0.0,109.0,16.2,0.449,0.0,0.444,15.4,24.3,0.0,1.4,10.0,13.4,14.8,0.0,0.2,-6.4,-0.3,-0.1,0.0,0.24879631551634632,0.417,16.0,0.0,3.0,15.0,5.0,Hassan Whiteside,213.0,120.0,Marshall University,Gastonia,North Carolina,Hassan Whiteside,C,7-0,"June 13, 1989",Marshall University,-21645.465969387566
ryan hollins,23756.0,Ryan Hollins,C,31.0,TOT,37.0,12.0,460.0,12.3,0.636,0.0,0.532,11.2,13.2,3.3,0.7,4.2,19.8,11.8,0.6,0.3,-2.0,0.2,0.0,0.0,0.24879631551634632,0.619,47.0,10.0,6.0,21.0,24.0,Ryan Hollins,213.0,108.0,"University of California, Los Angeles",Pasadena,California,Ryan Hollins,C,7-0,"October 10, 1984","University of California, Los Angeles",-23749.37094062903
eric bledsoe,24150.0,Eric Bledsoe,PG,27.0,PHO,66.0,66.0,2176.0,20.6,0.563,0.3,0.443,2.5,13.8,31.1,2.0,1.2,15.3,28.1,4.0,1.4,3.7,-0.4,2.9,104.0,0.335,0.847,52.0,418.0,92.0,31.0,223.0,Eric Bledsoe,185.0,86.0,University of Kentucky,Birmingham,Alabama,Eric Bledsoe,G,6-1,"December 9, 1989",University of Kentucky,-24123.571087030887
david lee,23836.0,David Lee,PF,32.0,BOS,30.0,4.0,470.0,15.5,0.499,0.005,0.266,9.1,20.4,18.3,1.2,2.2,15.1,22.9,0.2,0.7,-2.5,1.2,0.1,0.0,0.0,0.784,41.0,54.0,12.0,13.0,38.0,David Lee,201.0,102.0,University of San Francisco,Modesto,California,David Lee,F,6-7,"March 31, 1942",University of San Francisco,-23829.177543218655
david lee,23836.0,David Lee,PF,32.0,BOS,30.0,4.0,470.0,15.5,0.499,0.005,0.266,9.1,20.4,18.3,1.2,2.2,15.1,22.9,0.2,0.7,-2.5,1.2,0.1,0.0,0.0,0.784,41.0,54.0,12.0,13.0,38.0,David Lee,201.0,102.0,University of San Francisco,Modesto,California,David Lee,F,6-9,"April 29, 1983",University of Florida,-23829.177543218655
eric bledsoe,21178.0,Eric Bledsoe,PG,22.0,LAC,40.0,1.0,464.0,11.2,0.454,0.238,0.349,5.6,11.1,21.6,3.6,2.5,24.4,19.1,-0.4,0.6,-3.0,2.0,0.1,6.0,0.2,0.636,22.0,66.0,31.0,14.0,47.0,Eric Bledsoe,185.0,86.0,University of Kentucky,Birmingham,Alabama,Eric Bledsoe,G,6-1,"December 9, 1989",University of Kentucky,-21171.38573128154
larry nance,23910.0,Larry Nance,PF,23.0,LAL,63.0,22.0,1266.0,13.4,0.544,0.033,0.157,8.3,18.6,5.7,2.1,1.4,11.3,12.6,1.3,0.9,-2.0,0.6,0.2,1.0,0.1,0.681,101.0,44.0,54.0,23.0,41.0,Larry Nance,208.0,92.0,Clemson University,Anderson,South Carolina,Larry Nance,F,6-9,"January 1, 1993",University of Wyoming,-23894.300622370116
larry nance,23910.0,Larry Nance,PF,23.0,LAL,63.0,22.0,1266.0,13.4,0.544,0.033,0.157,8.3,18.6,5.7,2.1,1.4,11.3,12.6,1.3,0.9,-2.0,0.6,0.2,1.0,0.1,0.681,101.0,44.0,54.0,23.0,41.0,Larry Nance,208.0,92.0,Clemson University,Anderson,South Carolina,Larry Nance,F-C,6-10,"February 12, 1959",Clemson University,-23894.300622370116
eric bledsoe,21738.0,Eric Bledsoe,PG,23.0,LAC,76.0,12.0,1553.0,17.5,0.513,0.137,0.236,6.1,11.1,23.5,3.7,3.0,17.9,22.5,1.1,2.6,0.0,2.7,1.9,31.0,0.397,0.791,78.0,233.0,109.0,55.0,137.0,Eric Bledsoe,185.0,86.0,University of Kentucky,Birmingham,Alabama,Eric Bledsoe,G,6-1,"December 9, 1989",University of Kentucky,-21718.872563656434
donald sloan,22147.0,Donald Sloan,PG,25.0,NOH,3.0,0.0,6.0,-3.3,0.49300126334664623,0.15860433144009717,0.32545504587156027,0.0,0.0,22.3,0.0,0.0,100.0,7.8,0.0,0.0,-13.6,-6.4,0.0,0.0,0.24879631551634632,0.7192786333417487,0.0,1.0,0.0,0.0,1.0,Donald Sloan,190.0,92.0,Texas A&M University,Shreveport,Louisiana,Donald Sloan,G,6-3,"January 15, 1988",Texas A&M University,-22145.578296421074
marcus camby,14546.0,Marcus Camby,C,25.0,NYK,59.0,11.0,1548.0,19.0,0.529,0.004,0.469,13.7,21.3,5.4,1.5,5.7,11.2,19.6,2.6,3.2,-0.4,3.4,2.0,1.0,0.5,0.67,174.0,49.0,43.0,116.0,72.0,Marcus Camby,211.0,99.0,University of Massachusetts Amherst,Hartford,Connecticut,Marcus Camby,C-F,6-11,"March 22, 1974",University of Massachusetts Amherst,-14527.647754202222
al thornton,20439.0,Al Thornton,SF,26.0,TOT,75.0,46.0,2079.0,11.8,0.523,0.046,0.312,6.4,10.0,7.1,1.1,1.3,11.7,19.0,1.2,1.0,-1.9,-0.8,-0.4,11.0,0.355,0.725,116.0,90.0,45.0,35.0,102.0,Al Thornton,203.0,99.0,Florida State University,Perry,Georgia,Al Thornton,F,6-8,"December 7, 1983",Florida State University,-20414.408276910595
paul seymour,1001.0,Paul Seymour,SG,27.0,SYR,72.0,23.593374650359237,2950.0,15.1,0.438,0.15860433144009717,0.357,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,2.1,4.5,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.811,62.18920998220897,483.0,39.89705245948935,24.470260133673126,73.93983201832528,Paul Seymour,185.0,81.0,University of Toledo,Toledo,Ohio,Paul Seymour,G-F,6-1,"January 30, 1928",University of Toledo,-967.5765568007984
jeff wilkins,6798.0,Jeff Wilkins,C,26.0,UTA,82.0,62.0,2274.0,10.5,0.481,0.004,0.245,5.6,23.6,5.0,0.7,1.8,14.4,16.4,-0.5,1.5,-4.0,-0.5,-1.5,0.0,0.0,0.778,120.0,90.0,32.0,77.0,134.0,Jeff Wilkins,211.0,104.0,Illinois State University,Chicago,Illinois,Jeff Wilkins,C-F,6-11,"March 9, 1955",Illinois State University,-6772.075207605499
paul seymour,1330.0,Paul Seymour,PG,30.0,SYR,64.0,23.593374650359237,763.0,9.9,0.39,0.15860433144009717,0.2,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.4,0.8,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.841,62.18920998220897,93.0,39.89705245948935,24.470260133673126,73.93983201832528,Paul Seymour,185.0,81.0,University of Toledo,Toledo,Ohio,Paul Seymour,G-F,6-1,"January 30, 1928",University of Toledo,-1321.231075986035
marcus camby,16080.0,Marcus Camby,C,28.0,DEN,29.0,9.0,616.0,17.5,0.444,0.022,0.22,13.5,26.4,14.4,1.7,5.2,9.8,19.9,0.3,1.2,-1.7,3.7,0.6,2.0,0.4,0.66,75.0,47.0,20.0,40.0,27.0,Marcus Camby,211.0,99.0,University of Massachusetts Amherst,Hartford,Connecticut,Marcus Camby,C-F,6-11,"March 22, 1974",University of Massachusetts Amherst,-16072.039513669852
tom boswell,4402.0,Tom Boswell,PF,22.0,BOS,35.0,23.593374650359237,275.0,8.8,0.463,0.15860433144009717,0.258,9.3,16.1,7.8,0.3,0.2,15.085098559901962,18.906491853360468,-0.1,0.3,-3.2,-1.8,-0.2,22.215036720029588,0.24879631551634632,0.583,26.0,16.0,2.0,1.0,73.93983201832528,Tom Boswell,206.0,99.0,University of South Carolina,Montgomery,Alabama,Tom Boswell,F-C,6-9,"October 2, 1953",University of South Carolina,-4398.619432894833
earl lloyd*,1291.0,Earl Lloyd*,SF,29.0,SYR,61.0,23.593374650359237,1045.0,8.6,0.391,0.15860433144009717,0.295,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.5,1.2,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.745,62.18920998220897,60.0,39.89705245948935,24.470260133673126,73.93983201832528,Earl Lloyd*,196.0,90.0,West Virginia State University,Unknown,Unknown,,,,,,-1279.1843374059454
gary alexander,11364.0,Gary Alexander,PF,24.0,MIA,4.0,0.0,12.0,0.8,0.347,0.0,1.0,9.4,19.0,11.5,0.0,0.0,25.8,13.9,0.0,0.0,-6.9,-1.4,0.0,0.0,0.24879631551634632,0.0,1.0,1.0,0.0,0.0,1.0,Gary Alexander,201.0,108.0,University of South Florida,Jacksonville,Florida,Gary Alexander,F,6-7,"November 1, 1969",University of South Florida,-11363.216438031732
paul seymour,601.0,Paul Seymour,SG,24.0,SYR,66.0,23.593374650359237,2209.0,10.9,0.414,0.15860433144009717,0.398,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.8,2.4,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.759,62.18920998220897,220.0,39.89705245948935,24.470260133673126,73.93983201832528,Paul Seymour,185.0,81.0,University of Toledo,Toledo,Ohio,Paul Seymour,G-F,6-1,"January 30, 1928",University of Toledo,-576.1605058165137
earl lloyd*,1075.0,Earl Lloyd*,SF,27.0,SYR,72.0,23.593374650359237,1837.0,10.8,0.412,0.15860433144009717,0.379,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.5,2.9,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.772,62.18920998220897,116.0,39.89705245948935,24.470260133673126,73.93983201832528,Earl Lloyd*,196.0,90.0,West Virginia State University,Unknown,Unknown,,,,,,-1054.3870578108276
gary alexander,11363.0,Gary Alexander,PF,24.0,TOT,11.0,0.0,55.0,8.6,0.529,0.0,0.643,14.7,16.8,5.4,2.9,0.0,30.8,21.0,-0.1,0.1,-5.1,-0.7,-0.1,0.0,0.24879631551634632,0.333,7.0,2.0,3.0,0.0,8.0,Gary Alexander,201.0,108.0,University of South Florida,Jacksonville,Florida,Gary Alexander,F,6-7,"November 1, 1969",University of South Florida,-11361.720114104919
jarron collins,20635.0,Jarron Collins,C,32.0,TOT,28.0,0.0,181.0,1.6,0.374,0.0,0.476,9.1,6.4,1.5,1.1,0.4,21.6,8.1,-0.1,0.1,-5.4,-0.8,-0.2,0.0,0.24879631551634632,0.7,14.0,2.0,4.0,1.0,7.0,Jarron Collins,193.0,88.0,Florida State University,Jacksonville,Florida,Jarron Collins,F-C,6-11,"December 2, 1978",Stanford University,-20631.715815274958
derrick brown,20596.0,Derrick Brown,SF,23.0,CHA,41.0,1.0,488.0,12.4,0.565,0.053,0.416,7.9,13.0,9.9,1.8,1.3,17.3,15.6,0.3,0.4,-1.9,0.2,0.0,2.0,0.333,0.532,32.0,29.0,16.0,8.0,28.0,Derrick Brown,185.0,72.0,Jacksonville University,Jacksonville,Florida,Derrick Brown,F,6-7,"September 8, 1987",Xavier University,-20589.228032864463
marcus camby,21207.0,Marcus Camby,C,37.0,POR,40.0,40.0,894.0,14.5,0.428,0.0,0.236,13.4,33.2,12.4,1.9,4.8,20.9,11.5,0.3,1.6,-2.8,5.2,1.0,0.0,0.24879631551634632,0.474,105.0,75.0,33.0,56.0,47.0,Marcus Camby,211.0,99.0,University of Massachusetts Amherst,Hartford,Connecticut,Marcus Camby,C-F,6-11,"March 22, 1974",University of Massachusetts Amherst,-21195.52380390919
al thornton,21050.0,Al Thornton,PF,27.0,GSW,22.0,0.0,314.0,11.3,0.549,0.01,0.337,3.5,17.4,5.3,1.1,0.7,14.3,19.6,0.1,0.2,-4.5,-2.7,-0.4,0.0,0.0,0.829,10.0,11.0,7.0,3.0,20.0,Al Thornton,203.0,99.0,Florida State University,Perry,Georgia,Al Thornton,F,6-8,"December 7, 1983",Florida State University,-21045.20695306694
shabazz napier,24484.0,Shabazz Napier,PG,25.0,POR,53.0,2.0,512.0,13.6,0.533,0.503,0.268,1.7,11.5,19.5,3.1,0.3,16.7,21.2,0.1,0.5,-0.9,-1.3,0.0,34.0,0.37,0.776,8.0,67.0,32.0,2.0,41.0,Shabazz Napier,185.0,79.0,University of Connecticut,Roxbury,Massachusetts,Shabazz Napier,G,6-1,"July 14, 1991",University of Connecticut,-24476.68540137721
ike diogu,18877.0,Ike Diogu,PF,24.0,IND,30.0,1.0,305.0,17.2,0.543,0.0,0.351,13.3,17.1,5.7,1.1,0.7,11.4,24.8,0.4,0.3,-2.1,-3.0,-0.2,0.0,0.24879631551634632,0.851,38.0,10.0,7.0,3.0,20.0,Ike Diogu,203.0,113.0,Arizona State University,Buffalo,New York,Ike Diogu,F,6-8,"September 11, 1983",Arizona State University,-18872.4153306518
michael curry,11463.0,Michael Curry,SG,25.0,PHI,10.0,0.0,43.0,-3.9,0.286,0.143,0.286,0.0,2.6,3.3,1.2,0.0,16.0,19.0,-0.2,0.0,-11.2,-4.2,-0.1,0.0,0.0,0.75,0.0,1.0,1.0,0.0,3.0,Michael Curry,196.0,95.0,Georgia Southern University,Anniston,Alabama,Michael Curry,F-G,6-5,"August 22, 1968",Georgia Southern University,-11461.858469801262
calvin murphy*,3747.0,Calvin Murphy*,PG,24.0,HOU,77.0,23.593374650359237,1697.0,17.5,0.533,0.15860433144009717,0.328,6.181565025009618,13.708657175836867,21.0,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,4.0,1.0,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.888,62.18920998220897,262.0,39.89705245948935,24.470260133673126,73.93983201832528,Calvin Murphy*,175.0,74.0,Niagara University,Norwalk,Connecticut,,,,,,-3727.5257584867154
michael curry,12390.0,Michael Curry,SF,27.0,WSB,5.0,0.0,34.0,8.2,0.425,0.3,0.4,7.1,10.2,4.1,1.5,0.0,7.8,16.8,0.0,0.0,-3.6,-2.6,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,Michael Curry,196.0,95.0,Georgia Southern University,Anniston,Alabama,Michael Curry,F-G,6-5,"August 22, 1968",Georgia Southern University,-12388.901200538287
calvin murphy*,3473.0,Calvin Murphy*,PG,23.0,HOU,82.0,23.593374650359237,2538.0,18.1,0.522,0.15860433144009717,0.312,6.181565025009618,13.708657175836867,22.6,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,4.8,3.5,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.89,62.18920998220897,393.0,39.89705245948935,24.470260133673126,73.93983201832528,Calvin Murphy*,175.0,74.0,Niagara University,Norwalk,Connecticut,,,,,,-3444.0821511039326
wayne molis,2433.0,Wayne Molis,C,23.0,NYK,13.0,23.593374650359237,75.0,11.7,0.397,0.15860433144009717,0.255,6.181565025009618,13.708657175836867,3.9,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.2,0.0,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.538,62.18920998220897,2.0,39.89705245948935,24.470260133673126,73.93983201832528,Wayne Molis,203.0,104.0,Lewis University,Chicago,Illinois,Wayne Molis,F,6-8,"April 17, 1943",Lewis University,-2431.9071925662397
micheal williams,9986.0,Micheal Williams,PG,23.0,PHO,6.0,0.0,26.0,-6.5,0.23,0.0,0.2,4.5,0.0,18.9,0.0,0.0,31.5,25.2,-0.2,0.0,-14.7,-4.6,-0.1,0.0,0.24879631551634632,0.5,1.0,4.0,0.0,0.0,5.0,Micheal Williams,188.0,82.0,Lincoln University of Missouri,Seattle,Washington,Micheal Williams,G,6-2,"July 23, 1966",Baylor University,-9985.124910750503
gus johnson*,3696.0,Gus Johnson*,PF,34.0,PHO,21.0,23.593374650359237,417.0,11.6,0.414,0.15860433144009717,0.199,6.181565025009618,13.708657175836867,9.9,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.5,0.3,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.694,62.18920998220897,31.0,39.89705245948935,24.470260133673126,73.93983201832528,Gus Johnson*,198.0,104.0,University of Idaho,Akron,Ohio,,,,,,-3691.0124901831005
michael curry,16108.0,Michael Curry,SF,34.0,DET,78.0,77.0,1555.0,5.7,0.474,0.236,0.197,1.2,8.6,10.8,1.6,0.2,14.7,9.0,0.2,1.7,-3.2,0.9,-0.1,16.0,0.296,0.8,16.0,104.0,44.0,4.0,43.0,Michael Curry,196.0,95.0,Georgia Southern University,Anniston,Alabama,Michael Curry,F-G,6-5,"August 22, 1968",Georgia Southern University,-16089.632933369503
gus johnson*,3419.0,Gus Johnson*,PF,33.0,BAL,39.0,23.593374650359237,668.0,12.2,0.42,0.15860433144009717,0.234,6.181565025009618,13.708657175836867,10.5,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.8,0.9,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.683,62.18920998220897,51.0,39.89705245948935,24.470260133673126,73.93983201832528,Gus Johnson*,198.0,104.0,University of Idaho,Akron,Ohio,,,,,,-3411.2287858623877
gus johnson*,2278.0,Gus Johnson*,SF,27.0,BAL,41.0,23.593374650359237,1284.0,17.4,0.458,0.15860433144009717,0.269,6.181565025009618,13.708657175836867,12.3,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.4,1.3,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.736,62.18920998220897,114.0,39.89705245948935,24.470260133673126,73.93983201832528,Gus Johnson*,198.0,104.0,University of Idaho,Akron,Ohio,,,,,,-2263.4218540660186
michael curry,16613.0,Michael Curry,SF,35.0,TOR,70.0,15.0,1229.0,3.6,0.46,0.077,0.296,2.0,6.1,7.2,1.0,0.3,17.8,10.6,-0.6,0.9,-5.5,-0.1,-1.1,3.0,0.2,0.845,22.0,53.0,23.0,5.0,48.0,Michael Curry,196.0,95.0,Georgia Southern University,Anniston,Alabama,Michael Curry,F-G,6-5,"August 22, 1968",Georgia Southern University,-16598.26915253807
ryan kelly,24393.0,Ryan Kelly,PF,25.0,ATL,16.0,0.0,110.0,7.8,0.408,0.357,0.214,1.0,16.7,10.2,1.8,3.9,11.5,13.7,-0.1,0.2,-6.2,2.3,-0.1,4.0,0.4,0.833,1.0,8.0,4.0,5.0,4.0,Ryan Kelly,211.0,104.0,Duke University,Carmel,New York,Ryan Kelly,F,6-11,"April 9, 1991",Duke University,-24390.28563737648
jared dudley,23650.0,Jared Dudley,PF,30.0,WAS,81.0,41.0,2098.0,11.7,0.602,0.489,0.201,2.8,12.6,11.4,1.7,0.7,13.1,12.7,2.6,2.0,0.3,0.6,1.6,100.0,0.42,0.735,54.0,170.0,75.0,18.0,80.0,Jared Dudley,201.0,102.0,Boston College,San Diego,California,Jared Dudley,F-G,6-7,"July 10, 1985",Boston College,-23625.030558375813
adonal foyle,15126.0,Adonal Foyle,C,25.0,GSW,58.0,37.0,1457.0,12.4,0.422,0.0,0.181,10.5,19.7,5.2,1.1,7.6,16.3,14.0,-0.8,1.5,-4.8,3.2,0.2,0.0,0.24879631551634632,0.441,156.0,48.0,31.0,156.0,79.0,Adonal Foyle,208.0,113.0,Colgate University,Canouan,Saint Vincent and the Grenadines,Adonal Foyle,C,6-10,"March 9, 1975",Colgate University,-15108.623732241203
lee shaffer,1924.0,Lee Shaffer,SF,23.0,SYR,80.0,23.593374650359237,2392.0,15.3,0.478,0.15860433144009717,0.269,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.8,2.1,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.784,62.18920998220897,97.0,39.89705245948935,24.470260133673126,73.93983201832528,Lee Shaffer,201.0,99.0,University of North Carolina,Chicago,Illinois,Lee Shaffer,F,6-7,"February 23, 1939",University of North Carolina,-1897.2503641285398
julian wright,19332.0,Julian Wright,SF,20.0,NOH,57.0,1.0,640.0,15.4,0.581,0.142,0.308,5.9,15.7,9.5,2.4,1.5,15.1,16.4,0.7,0.9,-1.0,1.6,0.4,10.0,0.417,0.635,33.0,40.0,29.0,12.0,34.0,Julian Wright,203.0,102.0,University of Kansas,Chicago,Illinois,Julian Wright,F,6-8,"May 20, 1987",University of Kansas,-19323.61724541117
mark olberding,7784.0,Mark Olberding,PF,28.0,KCK,81.0,62.0,2277.0,12.2,0.603,0.006,0.667,7.0,18.6,13.2,1.1,0.3,21.3,15.0,2.8,1.3,-0.1,0.5,1.4,0.0,0.0,0.832,139.0,243.0,56.0,11.0,185.0,Mark Olberding,203.0,102.0,University of Minnesota,Melrose,Minnesota,Mark Olberding,F,6-8,"April 21, 1956",University of Minnesota,-7757.664044639347
